what;added;who;when;bug_id;removed
OS;All;daniel_megert;2011-03-24 05:08:26 EDT;340795;Mac OS X
Status;RESOLVED;daniel_megert;2011-04-08 02:10:30 EDT;340795;NEW
Resolution;WORKSFORME;daniel_megert;2011-04-08 02:10:30 EDT;340795;---
Status;CLOSED;daniel_megert;2011-04-07 07:18:06 EDT;342132;NEW
CC;daniel_megert;daniel_megert;2011-04-07 07:18:06 EDT;342132;
Component;Text;daniel_megert;2011-04-07 07:18:06 EDT;342132;UI
CC;camle, kennoji, kitlo, pwebster;harendra;2011-04-19 03:39:51 EDT;343236;
Keywords;needinfo;daniel_megert;2011-04-19 06:20:31 EDT;343236;
Summary;[breadcrumb][api] Make breadcrumb APIs as public APIs;daniel_megert;2011-04-19 06:20:31 EDT;341231;Make breadcrumb APIs as public APIs
OS;All;daniel_megert;2011-04-19 06:20:31 EDT;341231;Windows XP
CC;remysuen;remy.suen;2011-03-29 09:56:05 EDT;341231;
Resolution;DUPLICATE;remy.suen;2011-03-29 09:56:05 EDT;341477;---
Summary;[navigation] Outline view should indicate annotated elements (fields, methods,..);remy.suen;2011-03-29 09:56:05 EDT;341477;Outline view should indicate annotated elements (fields, methods,..)
OS;All;remy.suen;2011-03-29 09:56:05 EDT;341477;Windows 7
Assignee;jdt-text-inbox;remy.suen;2011-03-29 09:56:05 EDT;342679;jdt-ui-inbox
Resolution;DUPLICATE;remy.suen;2011-03-29 09:56:05 EDT;342679;---
Summary;[implementation] DBCS4.1: 'Open Declared Type' does not pop up on a variant with CJK Extension B.;remy.suen;2011-03-29 09:56:05 EDT;342679;DBCS4.1: 'Open Declared Type' does not pop up on a variant with CJK Extension B.
Status;REOPENED;deepakazad;2011-04-11 21:23:46 EDT;340795;RESOLVED
Resolution;---;deepakazad;2011-04-11 21:23:46 EDT;340795;WORKSFORME
Keywords;;daniel_megert;2011-04-12 05:35:04 EDT;340795;needinfo
Resolution;DUPLICATE;daniel_megert;2011-04-12 05:35:04 EDT;342132;---
Assignee;jdt-text-inbox;daniel_megert;2011-04-12 05:35:04 EDT;342132;jdt-ui-inbox
Summary;[implementation] Deadlock of the main thread (freeze) at org.eclipse.jdt.internal.ui.javaeditor.ASTProvider.getAST(ASTProvider.java:456);daniel_megert;2011-04-12 05:35:04 EDT;342132;Deadlock of the main thread (freeze) at org.eclipse.jdt.internal.ui.javaeditor.ASTProvider.getAST(ASTProvider.java:456)
Status;CLOSED;daniel_megert;2011-04-22 03:11:08 EDT;343571;NEW
CC;daniel_megert;daniel_megert;2011-04-22 03:11:08 EDT;343571;
Component;Text;daniel_megert;2011-04-22 03:11:08 EDT;343571;UI
Status;CLOSED;daniel_megert;2011-04-28 05:17:00 EDT;343985;NEW
Version;3.5;daniel_megert;2011-04-28 05:17:00 EDT;343985;3.7
CC;daniel_megert;daniel_megert;2011-04-28 05:17:00 EDT;343985;
CC;daniel_megert;daniel_megert;2011-04-28 05:17:00 EDT;343236;
Component;Text;daniel_megert;2011-04-28 05:17:00 EDT;343236;Doc
Status;CLOSED;daniel_megert;2011-03-29 10:07:12 EDT;341231;ASSIGNED
Resolution;DUPLICATE;daniel_megert;2011-03-29 10:07:12 EDT;341231;---
OS;All;daniel_megert;2011-03-29 10:07:12 EDT;342679;Linux
Status;CLOSED;daniel_megert;2011-03-29 10:07:12 EDT;340795;REOPENED
Resolution;DUPLICATE;daniel_megert;2011-03-29 10:07:12 EDT;340795;---
Severity;enhancement;daniel_megert;2011-03-29 10:07:12 EDT;340795;normal
Resolution;DUPLICATE;daniel_megert;2011-03-29 10:07:12 EDT;343571;---
Assignee;jdt-text-inbox;daniel_megert;2011-03-29 10:07:12 EDT;343571;jdt-ui-inbox
Summary;[spell checking] Misleading error message: 'int is not correctly spelt;daniel_megert;2011-03-29 10:07:12 EDT;343571;Misleading error message: 'int is not correctly spelt
Component;Text;daniel_megert;2011-03-29 10:07:12 EDT;343985;Text
Hardware;All;daniel_megert;2011-03-29 10:07:12 EDT;343985;PC
Assignee;jdt-text-inbox;daniel_megert;2011-03-29 10:07:12 EDT;343985;platform-text-inbox
Assignee;jdt-text-inbox;daniel_megert;2011-03-29 10:07:12 EDT;343236;jdt-doc-inbox
Status;CLOSED;harendra;2011-04-19 06:44:43 EDT;343236;NEW
Resolution;INVALID;harendra;2011-04-19 06:44:43 EDT;343236;---
Severity;trivial;harendra;2011-04-19 06:44:43 EDT;343571;normal
Status;REOPENED;daniel_megert;2011-05-24 05:54:59 EDT;343571;CLOSED
Resolution;---;daniel_megert;2011-05-24 05:54:59 EDT;343571;DUPLICATE
Resolution;DUPLICATE;daniel_megert;2011-05-24 05:54:59 EDT;343985;---
Product;JDT;daniel_megert;2011-05-24 05:54:59 EDT;343985;Platform
OS;All;daniel_megert;2011-05-24 05:54:59 EDT;343985;Windows 7
Status;CLOSED;daniel_megert;2011-05-24 06:11:28 EDT;343571;REOPENED
Resolution;DUPLICATE;daniel_megert;2011-05-24 06:11:28 EDT;343571;---
Status;CLOSED;daniel_megert;2011-04-29 01:45:05 EDT;344230;NEW
Hardware;All;daniel_megert;2011-04-29 01:45:05 EDT;344230;PC
CC;guerda;guerda;2011-04-28 16:04:50 EDT;344195;
Version;3.6.2;guerda;2011-04-28 16:04:50 EDT;344195;3.7
CC;overholt;overholt;2011-04-28 16:06:32 EDT;344195;
Version;3.6.2;loherweg-eclipse;2011-05-20 08:10:57 EDT;346657;4.1
OS;Linux-GTK;loherweg-eclipse;2011-05-20 08:10:57 EDT;346657;Linux
Status;CLOSED;daniel_megert;2011-05-20 08:25:07 EDT;346657;NEW
CC;pwebster;pwebster;2011-05-19 13:20:59 EDT;346508;
Component;UI;pwebster;2011-05-19 13:20:59 EDT;346508;UI
Version;3.7;pwebster;2011-05-19 13:20:59 EDT;346508;unspecified
Component;Text;pwebster;2011-05-19 13:20:59 EDT;344230;UI
CC;daniel_megert;pwebster;2011-05-19 13:20:59 EDT;344230;
Assignee;jdt-text-inbox;pwebster;2011-05-19 13:20:59 EDT;344230;jdt-ui-inbox
CC;stephan;stephan.herrmann;2011-04-28 18:07:35 EDT;344195;
CC;remysuen;remy.suen;2011-04-29 07:25:02 EDT;344195;
Status;CLOSED;Olivier_Thomann;2011-04-29 07:38:25 EDT;344195;NEW
CC;daniel_megert;Olivier_Thomann;2011-04-29 07:38:25 EDT;346657;
Component;Text;Olivier_Thomann;2011-04-29 07:38:25 EDT;346657;IDE
Resolution;DUPLICATE;Olivier_Thomann;2011-04-29 07:38:25 EDT;346657;---
Assignee;jdt-ui-inbox;Olivier_Thomann;2011-04-29 07:38:25 EDT;346508;e4.ui-inbox
Product;JDT;Olivier_Thomann;2011-04-29 07:38:25 EDT;346508;e4
Status;CLOSED;daniel_megert;2011-05-20 01:28:18 EDT;346508;NEW
Component;Text;eclipse;2011-05-27 04:22:53 EDT;347399;APT
Assignee;jdt-text-inbox;eclipse;2011-05-27 04:22:53 EDT;347399;jdt-apt-inbox
Resolution;DUPLICATE;eclipse;2011-05-27 04:22:53 EDT;344230;---
Summary;[typing] wrong indentation after a multi-line statement;eclipse;2011-05-27 04:22:53 EDT;344230;wrong indentation after a multi-line statement
OS;All;eclipse;2011-05-27 04:22:53 EDT;344230;Linux
CC;Olivier_Thomann;eclipse;2011-05-27 04:22:53 EDT;344195;
Component;Text;eclipse;2011-05-27 04:22:53 EDT;344195;Core
Resolution;DUPLICATE;eclipse;2011-05-27 04:22:53 EDT;344195;---
Assignee;jdt-text-inbox;eclipse;2011-05-27 04:22:53 EDT;346657;Platform-UI-Inbox
Product;JDT;eclipse;2011-05-27 04:22:53 EDT;346657;Platform
CC;daniel_megert;eclipse;2011-05-27 04:22:53 EDT;346508;
Component;Text;eclipse;2011-05-27 04:22:53 EDT;346508;UI
Status;CLOSED;daniel_megert;2011-05-27 05:07:24 EDT;347399;NEW
CC;daniel_megert;daniel_megert;2011-05-27 05:07:24 EDT;347399;
Resolution;DUPLICATE;daniel_megert;2011-05-27 05:07:24 EDT;347399;---
CC;daniel_megert;daniel_megert;2011-05-30 03:15:46 EDT;347601;
Assignee;jdt-text-inbox;daniel_megert;2011-05-30 03:15:46 EDT;344195;jdt-core-inbox
Hardware;All;daniel_megert;2011-05-30 03:15:46 EDT;346508;PC
Resolution;DUPLICATE;daniel_megert;2011-05-30 03:15:46 EDT;346508;---
Summary;[templates] Add date component variable (month, day) to the Code/Editor Templates Variables;daniel_megert;2011-05-30 03:15:46 EDT;347399;Add date component variable (month, day) to the Code/Editor Templates Variables
Component;Text;daniel_megert;2011-05-30 03:15:46 EDT;347601;UI
Assignee;jdt-text-inbox;daniel_megert;2011-05-30 03:15:46 EDT;347601;jdt-ui-inbox
Status;CLOSED;daniel_megert;2011-05-30 07:54:49 EDT;347601;NEW
Status;CLOSED;daniel_megert;2011-06-15 06:02:31 EDT;349411;NEW
Assignee;jdt-text-inbox;daniel_megert;2011-06-15 06:02:31 EDT;346508;jdt-ui-inbox
OS;All;daniel_megert;2011-06-15 06:02:31 EDT;346508;Windows 7
Resolution;DUPLICATE;daniel_megert;2011-06-15 06:02:31 EDT;347601;---
Summary;[typing] The template proposals for 'For' disappear after ctlr + Z;daniel_megert;2011-06-15 06:02:31 EDT;347601;The template proposals for 'For' disappear after ctlr + Z
CC;daniel_megert;daniel_megert;2011-06-15 06:02:31 EDT;349411;
Resolution;DUPLICATE;daniel_megert;2011-06-15 06:02:31 EDT;349411;---
Status;CLOSED;markus_keller;2011-06-29 05:25:02 EDT;350556;NEW
Summary;[typing] The template proposals for 'for' disappear after Ctrl + Z;daniel_megert;2011-05-30 07:55:20 EDT;347601;[typing] The template proposals for 'For' disappear after ctlr + Z
CC;markus_keller;daniel_megert;2011-05-30 07:55:20 EDT;350556;
Component;Text;daniel_megert;2011-05-30 07:55:20 EDT;350556;UI
CC;daniel_megert;daniel_megert;2011-07-11 04:12:20 EDT;351665;
Version;3.6;daniel_megert;2011-07-11 04:12:20 EDT;350556;3.7
Status;CLOSED;daniel_megert;2011-07-12 04:34:22 EDT;351665;NEW
Status;CLOSED;daniel_megert;2011-07-20 10:29:06 EDT;352587;NEW
Resolution;DUPLICATE;daniel_megert;2011-07-20 10:29:06 EDT;350556;---
Component;Text;daniel_megert;2011-07-20 10:29:06 EDT;351665;UI
Resolution;DUPLICATE;daniel_megert;2011-07-20 10:29:06 EDT;351665;---
CC;daniel_megert;daniel_megert;2011-07-20 10:29:06 EDT;352587;
Resolution;DUPLICATE;daniel_megert;2011-07-20 10:29:06 EDT;352587;---
Assignee;jdt-text-inbox;daniel_megert;2011-07-20 10:29:06 EDT;350556;jdt-ui-inbox
Status;CLOSED;daniel_megert;2011-08-10 04:01:05 EDT;354324;NEW
Assignee;jdt-text-inbox;daniel_megert;2011-08-10 04:01:05 EDT;351665;jdt-ui-inbox
Summary;[navigation] Open Declaration : unvailable after a while or misc actions;daniel_megert;2011-08-10 04:01:05 EDT;350556;Open Declaration : unvailable after a while or misc actions
CC;daniel_megert;daniel_megert;2011-08-10 04:01:05 EDT;354324;
CC;remysuen;remy.suen;2011-08-10 17:37:38 EDT;354432;
Status;CLOSED;daniel_megert;2011-08-22 08:45:58 EDT;355361;NEW
CC;daniel_megert;daniel_megert;2011-07-04 08:35:40 EDT;350556;
Hardware;All;daniel_megert;2011-07-04 08:35:40 EDT;354324;Macintosh
Resolution;DUPLICATE;daniel_megert;2011-07-04 08:35:40 EDT;354324;---
CC;daniel_megert;daniel_megert;2011-08-11 02:37:54 EDT;354432;
Status;CLOSED;daniel_megert;2011-08-11 03:42:52 EDT;354432;NEW
Status;CLOSED;daniel_megert;2011-08-31 08:05:33 EDT;356282;NEW
Hardware;All;daniel_megert;2011-08-31 08:05:33 EDT;355361;PC
Component;Text;daniel_megert;2011-08-31 08:05:33 EDT;355361;UI
Summary;[navigation] Open Declaration : unavailable after a while or misc actions;daniel_megert;2011-08-31 08:05:33 EDT;350556;[navigation] Open Declaration : unvailable after a while or misc actions
Summary;[typing] foreach statements that aren't followed by braced blocks mess up indentation;daniel_megert;2011-08-31 08:05:33 EDT;354324;foreach statements that aren't followed by braced blocks mess up indentation
Version;3.7;daniel_megert;2011-08-31 08:05:33 EDT;354432;4.2
Component;Text;daniel_megert;2011-08-31 08:05:33 EDT;354432;IDE
Hardware;All;daniel_megert;2011-08-31 08:05:33 EDT;354432;PC
Hardware;All;daniel_megert;2011-08-31 08:05:33 EDT;356282;PC
Component;Text;daniel_megert;2011-08-31 08:05:33 EDT;356282;UI
CC;daniel_megert;daniel_megert;2011-08-31 08:05:33 EDT;356282;
Keywords;needinfo;daniel_megert;2011-09-01 02:19:31 EDT;356431;
CC;daniel_megert;daniel_megert;2011-09-01 02:19:31 EDT;356431;
CC;daniel_megert;daniel_megert;2011-09-01 02:19:31 EDT;355361;
Assignee;jdt-text-inbox;daniel_megert;2011-09-01 02:19:31 EDT;355361;jdt-ui-inbox
Status;CLOSED;markus_keller;2011-09-07 12:01:35 EDT;356949;NEW
CC;markus_keller;markus_keller;2011-09-07 12:01:35 EDT;356949;
Version;3.7;markus_keller;2011-09-07 12:01:35 EDT;356949;3.8
OS;All;markus_keller;2011-09-07 12:01:35 EDT;354324;Mac OS X
Severity;normal;markus_keller;2011-09-07 12:01:35 EDT;354324;trivial
Assignee;jdt-text-inbox;markus_keller;2011-09-07 12:01:35 EDT;354432;Platform-UI-Inbox
Resolution;DUPLICATE;markus_keller;2011-09-07 12:01:35 EDT;354432;---
Assignee;jdt-text-inbox;markus_keller;2011-09-07 12:01:35 EDT;356282;jdt-ui-inbox
Resolution;DUPLICATE;markus_keller;2011-09-07 12:01:35 EDT;356282;---
Status;CLOSED;p.rader;2011-09-01 04:01:23 EDT;356431;NEW
Resolution;INVALID;p.rader;2011-09-01 04:01:23 EDT;356431;---
Resolution;DUPLICATE;p.rader;2011-09-01 04:01:23 EDT;355361;---
Summary;[content assist] Content assist propose an assignement with type 'null';p.rader;2011-09-01 04:01:23 EDT;355361;Content assist propose an assignement with type 'null'
OS;All;p.rader;2011-09-01 04:01:23 EDT;355361;Windows 7
Resolution;DUPLICATE;p.rader;2011-09-01 04:01:23 EDT;356949;---
OS;Mac OS X - Cocoa;p.rader;2011-09-01 04:01:23 EDT;356949;Mac OS X
Product;JDT;p.rader;2011-09-01 04:01:23 EDT;354432;Platform
OS;All;p.rader;2011-09-01 04:01:23 EDT;354432;Linux
Status;CLOSED;daniel_megert;2011-09-16 07:46:12 EDT;357910;NEW
CC;daniel_megert;daniel_megert;2011-09-16 07:46:12 EDT;357910;
Summary;[content assist] Generic Types and static members don't work well together;daniel_megert;2011-09-16 07:46:12 EDT;356282;Generic Types and static members don't work well together
CC;remysuen;remy.suen;2011-09-18 16:05:21 EDT;358031;
Component;Text;remy.suen;2011-09-18 16:05:21 EDT;357910;UI
Resolution;DUPLICATE;remy.suen;2011-09-18 16:05:21 EDT;357910;---
CC;satyam.kandula;satyam.kandula;2011-09-19 02:16:36 EDT;358045;
OS;All;satyam.kandula;2011-09-19 02:16:36 EDT;356282;Mac OS X
Status;CLOSED;vp2177;2011-09-18 16:21:36 EDT;358031;NEW
Resolution;DUPLICATE;vp2177;2011-09-18 16:21:36 EDT;358031;---
Assignee;jdt-text-inbox;vp2177;2011-09-18 16:21:36 EDT;357910;jdt-ui-inbox
Summary;[templates] for iterate over collection should use generics;vp2177;2011-09-18 16:21:36 EDT;357910;{templates} for iterate over collection should use generics
CC;markus_keller;markus_keller;2011-09-16 08:33:00 EDT;357910;
Keywords;needinfo;daniel_megert;2011-09-28 02:38:54 EDT;359121;
CC;daniel_megert;daniel_megert;2011-09-28 02:38:54 EDT;359121;
Version;3.6.2;qudus;2011-09-28 08:01:01 EDT;359214;3.3.1
CC;daniel_megert;daniel_megert;2011-09-28 08:11:28 EDT;359214;
Component;UI;daniel_megert;2011-09-28 08:11:28 EDT;358045;Core
Assignee;jdt-ui-inbox;daniel_megert;2011-09-28 08:11:28 EDT;358045;jdt-core-inbox
Status;CLOSED;daniel_megert;2011-09-19 05:39:20 EDT;358045;NEW
Status;CLOSED;michael.norman;2011-09-28 10:08:02 EDT;359121;NEW
Resolution;WORKSFORME;michael.norman;2011-09-28 10:08:02 EDT;359121;---
CC;remysuen;remy.suen;2011-09-28 08:36:39 EDT;359214;
Status;CLOSED;daniel_megert;2011-09-29 03:31:32 EDT;359214;NEW
Resolution;DUPLICATE;daniel_megert;2011-09-29 03:31:32 EDT;359214;---
CC;daniel_megert;daniel_megert;2011-09-29 03:31:32 EDT;358045;
Component;Text;daniel_megert;2011-09-29 03:31:32 EDT;358045;UI
CC;deepak.azad;deepakazad;2011-10-22 12:17:13 EDT;361685;
Resolution;DUPLICATE;deepakazad;2011-10-22 12:17:13 EDT;358045;---
Assignee;jdt-text-inbox;deepakazad;2011-10-22 12:17:13 EDT;358045;jdt-ui-inbox
Component;Text;deepakazad;2011-10-22 12:17:13 EDT;361685;UI
Assignee;jdt-text-inbox;deepakazad;2011-10-22 12:17:13 EDT;361685;jdt-ui-inbox
CC;daniel_megert;daniel_megert;2011-10-27 03:35:53 EDT;362154;
Summary;[typing] tab indent - simple plain text editing should be provided as a sane fallback.;daniel_megert;2011-10-27 03:35:53 EDT;361685;tab indent - simple plain text editing should be provided as a sane fallback.
Status;CLOSED;daniel_megert;2011-10-24 04:35:14 EDT;361685;NEW
CC;daniel_megert;daniel_megert;2011-10-24 04:35:14 EDT;361685;
Status;CLOSED;daniel_megert;2011-10-31 06:08:13 EDT;362154;NEW
Resolution;DUPLICATE;daniel_megert;2011-10-31 06:08:13 EDT;362154;---
CC;deepak.azad;deepakazad;2011-11-03 08:21:30 EDT;362782;
Assignee;daniel_megert;deepakazad;2011-11-03 08:21:30 EDT;362782;jdt-ui-inbox
Resolution;DUPLICATE;deepakazad;2011-11-03 08:21:30 EDT;361685;---
Severity;enhancement;deepakazad;2011-11-03 08:21:30 EDT;361685;major
Summary;[templates][preferences] No multi Undo action in EditTemplateDialog;deepakazad;2011-11-03 08:21:30 EDT;362782;No multi Undo action in EditTemplateDialog
Status;CLOSED;daniel_megert;2011-12-07 03:07:40 EST;365782;NEW
CC;mullenr;mullenr;2012-01-29 13:12:22 EST;361685;
CC;daniel_megert;mullenr;2012-01-29 13:12:22 EST;365782;
Resolution;DUPLICATE;mullenr;2012-01-29 13:12:22 EST;365782;---
CC;daniele.segato;daniele.segato;2011-12-15 09:44:49 EST;366811;
Version;3.7;qudus;2011-12-19 09:45:37 EST;367077;3.3.1
Status;CLOSED;daniel_megert;2011-12-15 09:56:24 EST;366811;NEW
CC;daniel_megert;daniel_megert;2011-12-15 09:56:24 EST;366811;
CC;remysuen;remy.suen;2011-12-19 10:13:07 EST;367077;
Status;CLOSED;daniel_megert;2011-12-20 03:12:50 EST;367077;NEW
Status;CLOSED;mvalihora;2011-12-20 07:01:14 EST;367173;NEW
Component;Text;mvalihora;2011-12-20 07:01:14 EST;366811;UI
Resolution;DUPLICATE;mvalihora;2011-12-20 07:01:14 EST;366811;---
CC;daniel_megert;mvalihora;2011-12-20 07:01:14 EST;367077;
Resolution;DUPLICATE;mvalihora;2011-12-20 07:01:14 EST;367077;---
Resolution;NOT_ECLIPSE;mvalihora;2011-12-20 07:01:14 EST;367173;---
Assignee;jdt-text-inbox;mvalihora;2011-12-20 07:01:14 EST;366811;jdt-ui-inbox
Summary;[hovering] ability to see javadoc from the javadoc itself even when sources are attached to an external library (android);mvalihora;2011-12-20 07:01:14 EST;366811;ability to see javadoc from the javadoc itself even when sources are attached to an external library (android)
Status;CLOSED;deepakazad;2011-12-20 13:23:44 EST;367226;NEW
CC;deepak.azad;deepakazad;2011-12-20 13:23:44 EST;367226;
Summary;[navigation] Navigate caret over word fragments like aaa_bbb_ccc;deepakazad;2011-12-20 13:23:44 EST;367077;Navigate caret over word fragments like aaa_bbb_ccc
Keywords;needinfo;deepakazad;2011-12-20 14:08:29 EST;367228;
CC;deepak.azad;deepakazad;2011-12-20 14:08:29 EST;367228;
Resolution;DUPLICATE;deepakazad;2011-12-20 14:08:29 EST;367226;---
Summary;[formatting] Autoformat Code when Loaded and Saved with 2 Different Formatter Profiles;deepakazad;2011-12-20 13:23:54 EST;367226;Autoformat Code when Loaded and Saved with 2 Different Formatter Profiles
Summary;[projection] When expanding-all code, the cursor often moves off the screen;deepakazad;2011-12-20 14:08:39 EST;367228;When expanding-all code, the cursor often moves off the screen
Status;ASSIGNED;deepakazad;2011-12-20 14:56:45 EST;367228;NEW
Status;CLOSED;nathanila;2011-12-20 15:25:27 EST;367228;ASSIGNED
Version;3.6.2;rsbecker;2012-01-21 10:00:28 EST;369314;3.8
Status;CLOSED;deepakazad;2012-01-21 10:24:43 EST;369314;NEW
Resolution;DUPLICATE;deepakazad;2012-01-21 10:24:43 EST;367228;---
CC;deepak.azad;deepakazad;2012-01-21 10:24:43 EST;369314;
Resolution;DUPLICATE;deepakazad;2012-01-21 10:24:43 EST;369314;---
Summary;[nls tooling] Externalize String removes octal escaped content.;deepakazad;2012-01-21 10:25:04 EST;369314;Externalize String removes octal escaped content.
CC;satyam.kandula;satyam.kandula;2012-01-25 08:53:13 EST;369662;
Component;Text;satyam.kandula;2012-01-25 08:53:13 EST;369662;Core
Assignee;jdt-text-inbox;satyam.kandula;2012-01-25 08:53:13 EST;369662;jdt-core-inbox
See Also;https://bugs.eclipse.org/bugs/show_bug.cgi?id=322914;amasson;2012-01-25 10:42:05 EST;369662;
Version;3.7;nathanila;2012-01-25 13:36:44 EST;369721;4.2
CC;nathanila;nathanila;2012-01-25 13:37:00 EST;369721;
Status;CLOSED;daniel_megert;2012-01-26 03:16:18 EST;369662;NEW
CC;daniel_megert;daniel_megert;2012-01-26 03:16:18 EST;369662;
CC;remysuen;remy.suen;2012-01-25 13:40:12 EST;369721;
Component;Text;remy.suen;2012-01-25 13:40:12 EST;369721;UI
Assignee;jdt-text-inbox;remy.suen;2012-01-25 13:40:12 EST;369721;Platform-UI-Inbox
Resolution;DUPLICATE;remy.suen;2012-01-25 13:40:12 EST;369662;---
Product;JDT;remy.suen;2012-01-25 13:40:12 EST;369721;Platform
Status;CLOSED;daniel_megert;2012-01-25 15:48:56 EST;369721;NEW
CC;daniel_megert;daniel_megert;2012-01-25 15:48:56 EST;369721;
Status;CLOSED;daniel_megert;2012-02-03 02:50:20 EST;370510;NEW
CC;daniel_megert;daniel_megert;2012-02-03 02:50:20 EST;370510;
Hardware;All;daniel_megert;2012-02-03 02:50:20 EST;369721;PC
Resolution;DUPLICATE;daniel_megert;2012-02-03 02:50:20 EST;369721;---
OS;All;daniel_megert;2012-02-03 02:50:20 EST;369721;Windows 7
Resolution;DUPLICATE;daniel_megert;2012-02-03 02:50:20 EST;370510;---
CC;deepak.azad;deepakazad;2012-02-06 02:08:17 EST;370678;
CC;lerch;lerch;2012-02-06 04:31:49 EST;370678;
Status;CLOSED;daniel_megert;2012-02-10 10:25:11 EST;371201;NEW
Status;CLOSED;daniel_megert;2012-02-06 04:48:31 EST;370678;NEW
CC;daniel_megert;daniel_megert;2012-02-06 04:48:31 EST;370678;
CC;daniel_megert;daniel_megert;2012-02-06 04:48:31 EST;371201;
Hardware;All;daniel_megert;2012-02-06 04:48:31 EST;371201;PC
Hardware;All;daniel_megert;2012-02-06 04:48:31 EST;370678;PC
Resolution;DUPLICATE;daniel_megert;2012-02-06 04:48:31 EST;370678;---
CC;remysuen;remy.suen;2012-02-28 12:24:59 EST;372697;
Resolution;DUPLICATE;remy.suen;2012-02-28 12:24:59 EST;371201;---
Summary;[typing] Feature Request: Select Current Line;remy.suen;2012-02-28 12:24:59 EST;371201;Feature Request: Select Current Line
CC;bsi.msa;bsi.msa;2012-03-05 11:47:36 EST;373267;
Version;3.6.1;bsi.msa;2012-03-05 11:47:36 EST;373267;3.8
Status;CLOSED;markus_keller;2012-03-06 11:00:11 EST;373267;NEW
OS;All;markus_keller;2012-03-06 11:00:11 EST;370678;Mac OS X
CC;daniel_megert, markus_keller;daniel_megert;2012-03-02 07:01:49 EST;372697;
Summary;[content assist] Feasibility of a very flexible content assist w/ JDT;daniel_megert;2012-03-02 07:01:49 EST;372697;Feasibility of a very flexible content assist w/ JDT
Severity;enhancement;daniel_megert;2012-03-02 07:01:49 EST;372697;normal
OS;All;daniel_megert;2012-03-02 07:01:49 EST;371201;Windows 7
CC;markus_keller;daniel_megert;2012-03-02 07:01:49 EST;373267;
Resolution;DUPLICATE;daniel_megert;2012-03-02 07:01:49 EST;373267;---
CC;Lars.Vogel;Lars.Vogel;2012-03-07 03:22:55 EST;373471;
CC;deepak.azad;deepakazad;2012-03-02 12:01:52 EST;372697;
Status;CLOSED;marcel.bruch;2012-06-25 09:54:21 EDT;372697;NEW
Resolution;FIXED;marcel.bruch;2012-06-25 09:54:21 EDT;372697;---
Status;CLOSED;deepakazad;2012-04-08 06:58:46 EDT;376251;NEW
CC;deepak.azad;deepakazad;2012-04-08 06:58:46 EDT;376251;
Keywords;helpwanted;marcel.bruch;2012-03-07 03:29:49 EST;373471;
CC;deepak.azad;marcel.bruch;2012-03-07 03:29:49 EST;373471;
CC;camle, kennoji;harendra;2012-04-11 03:27:31 EDT;376458;
Component;Text;pwebster;2012-04-11 07:46:59 EDT;376458;IDE
Status;CLOSED;daniel_megert;2012-04-12 09:03:23 EDT;376545;NEW
CC;daniel_megert;daniel_megert;2012-04-12 09:03:23 EDT;376545;
Component;Text;daniel_megert;2012-04-12 09:03:23 EDT;376251;UI
Resolution;DUPLICATE;daniel_megert;2012-04-12 09:03:23 EDT;376251;---
Assignee;jdt-text-inbox;daniel_megert;2012-04-12 09:03:23 EDT;376251;jdt-ui-inbox
Severity;enhancement;daniel_megert;2012-04-12 09:03:23 EDT;373471;normal
Component;UI;Lars.Vogel;2012-03-08 16:38:14 EST;373471;Core
Version;3.8;Lars.Vogel;2012-03-08 16:38:14 EST;376458;4.2
Assignee;jdt-text-inbox;Lars.Vogel;2012-03-08 16:38:14 EST;376458;Platform-UI-Inbox
Product;JDT;Lars.Vogel;2012-03-08 16:38:14 EST;376458;Platform
Component;Text;Lars.Vogel;2012-03-08 16:38:14 EST;376545;UI
Resolution;DUPLICATE;Lars.Vogel;2012-03-08 16:38:14 EST;376545;---
Assignee;jdt-text-inbox;Lars.Vogel;2012-03-08 16:38:14 EST;376545;jdt-ui-inbox
CC;deepak.azad;deepakazad;2012-04-17 14:35:33 EDT;376919;
Status;CLOSED;markus_keller;2012-04-18 06:45:08 EDT;376919;NEW
CC;camle, harendra, kennoji, maedera;kennoji;2012-04-25 04:45:46 EDT;377604;
Status;RESOLVED;daniel_megert;2012-04-25 08:16:08 EDT;377604;NEW
Version;3.8;daniel_megert;2012-04-25 08:16:08 EDT;373471;0.5.0
Assignee;jdt-ui-inbox;daniel_megert;2012-04-25 08:16:08 EDT;373471;bruch
CC;daniel_megert;daniel_megert;2012-04-11 08:38:25 EDT;376458;
Status;CLOSED;harendra;2012-04-11 21:48:07 EDT;376458;NEW
Resolution;INVALID;harendra;2012-04-11 21:48:07 EDT;376458;---
CC;markus_keller;harendra;2012-04-11 21:48:07 EDT;376919;
Component;Text;harendra;2012-04-11 21:48:07 EDT;376919;UI
Resolution;DUPLICATE;harendra;2012-04-11 21:48:07 EDT;376919;---
Component;Core;eclipse;2012-05-08 20:08:33 EDT;378909;APT
CC;daniel_megert;eclipse;2012-05-08 20:08:33 EDT;377604;
Resolution;WORKSFORME;eclipse;2012-05-08 20:08:33 EDT;377604;---
Product;JDT;eclipse;2012-05-08 20:08:33 EDT;373471;Recommenders
Target Milestone;3.8 M7;eclipse;2012-05-08 20:08:33 EDT;373471;---
Status;CLOSED;daniel_megert;2012-03-12 08:44:56 EDT;373471;NEW
