what;added;who;when;bug_id;removed
Assignee;jdt-core-inbox;eclipse;2004-08-16 11:15:30 EDT;71987;platform-runtime-inbox
Status;RESOLVED;frederic_fusier;2004-10-28 12:46:12 EDT;72200;NEW
Resolution;REMIND;frederic_fusier;2004-10-28 12:46:12 EDT;72200;---
Status;CLOSED;frederic_fusier;2005-02-17 10:00:51 EST;72200;RESOLVED
Keywords;needinfo;denis.roy;2009-08-30 02:09:20 EDT;72200;
Resolution;DUPLICATE;denis.roy;2009-08-30 02:09:20 EDT;73414;---
Target Milestone;3.1 M2;denis.roy;2009-08-30 02:09:20 EDT;73414;3.1
Status;VERIFIED;frederic_fusier;2004-09-24 05:38:39 EDT;73414;RESOLVED
Status;RESOLVED;philippe_mulet;2004-09-22 09:45:28 EDT;73503;NEW
Resolution;REMIND;philippe_mulet;2004-09-22 09:45:28 EDT;73503;---
Status;CLOSED;frederic_fusier;2005-02-17 09:57:47 EST;73503;RESOLVED
Component;Core;frederic_fusier;2005-02-17 09:57:47 EST;71987;Runtime
Product;JDT;frederic_fusier;2005-02-17 09:57:47 EST;71987;Platform
Status;RESOLVED;Olivier_Thomann;2004-08-16 17:20:57 EDT;71987;NEW
Resolution;INVALID;Olivier_Thomann;2004-08-16 17:20:57 EDT;72200;REMIND
Status;CLOSED;BJGeraci;2004-10-04 14:03:45 EDT;73414;VERIFIED
Keywords;needinfo;denis.roy;2009-08-30 02:07:12 EDT;73503;
Resolution;INVALID;denis.roy;2009-08-30 02:07:12 EDT;73503;REMIND
Assignee;jdt-core-inbox;denis.roy;2009-08-30 02:07:12 EDT;73503;philippe_mulet
Resolution;INVALID;denis.roy;2009-08-30 02:07:12 EDT;71987;---
Target Milestone;3.1 M2;denis.roy;2009-08-30 02:07:12 EDT;71987;---
Status;REOPENED;foontala;2004-09-22 19:17:54 EDT;71987;RESOLVED
Resolution;---;foontala;2004-09-22 19:17:54 EDT;71987;INVALID
Target Milestone;---;jerome_lanneluc;2004-09-24 06:36:40 EDT;71987;3.1 M2
Status;RESOLVED;philippe_mulet;2004-09-24 15:12:02 EDT;71987;REOPENED
Status;RESOLVED;philippe_mulet;2004-09-28 04:51:32 EDT;74223;NEW
Resolution;REMIND;philippe_mulet;2004-09-28 04:51:32 EDT;74223;---
Summary;[1.5] Cheetah: Properties not automatically typecasting from Properties to Hashtable<Object,Object>;philippe_mulet;2004-09-28 04:51:32 EDT;74223;Cheetah: Properties not automatically typecasting from Properties to Hashtable<Object,Object>
Resolution;WONTFIX;philippe_mulet;2004-09-28 04:51:32 EDT;71987;---
Target Milestone;3.1 M2;frederic_fusier;2004-10-27 07:04:19 EDT;71987;---
Status;REOPENED;foontala;2004-12-06 23:07:21 EST;71987;RESOLVED
Status;CLOSED;frederic_fusier;2005-02-17 09:58:04 EST;74223;RESOLVED
Keywords;needinfo;denis.roy;2009-08-30 02:06:51 EDT;74223;
Resolution;INVALID;denis.roy;2009-08-30 02:06:51 EDT;74223;REMIND
Resolution;---;denis.roy;2009-08-30 02:06:51 EDT;71987;WONTFIX
Status;RESOLVED;philippe_mulet;2004-12-08 09:55:59 EST;71987;REOPENED
Resolution;LATER;philippe_mulet;2004-12-08 09:55:59 EST;71987;---
Summary;Segmentation Fault in 1.5.0_01 in compiler.parser.Scanner.getNextToken() AMD64;foontala;2005-01-03 16:18:27 EST;71987;Segmentation Fault in 1.5.0 beta 2 in compiler.parser.Scanner.getNextToken()
CC;bbiggs;billy.biggs;2005-01-08 00:24:07 EST;71987;
CC;adamson;adamson;2005-01-09 08:15:00 EST;71987;
Summary;[1.5] Improved code assist proposals for generic types;philippe_mulet;2004-09-28 04:50:26 EDT;74294;Improved code assist proposals for generic types
Assignee;david_audel;philippe_mulet;2004-09-28 04:50:45 EDT;74294;jdt-core-inbox
CC;daniel_megert;david_audel;2005-01-17 09:49:36 EST;74294;
Keywords;vm;philippe_mulet;2005-01-26 04:22:41 EST;71987;
CC;jkohen;philippe_mulet;2005-01-26 04:23:06 EST;71987;
CC;haroonzc;philippe_mulet;2005-02-28 17:01:51 EST;71987;
CC;tom_eicher;david_audel;2005-01-17 09:49:50 EST;74294;
CC;eclipse;eclipse;2005-01-18 03:35:35 EST;74294;tom_eicher
Status;RESOLVED;david_audel;2006-03-29 08:54:58 EST;74294;NEW
Resolution;LATER;david_audel;2006-03-29 08:54:58 EST;74294;---
Status;RESOLVED;frederic_fusier;2004-10-28 04:35:50 EDT;75047;NEW
Resolution;REMIND;frederic_fusier;2004-10-28 04:35:50 EDT;75047;---
Status;CLOSED;frederic_fusier;2005-02-17 10:00:22 EST;75047;RESOLVED
Assignee;jdt-core-inbox;markus_keller;2004-09-27 06:42:56 EDT;75067;jdt-ui-inbox
Component;Core;markus_keller;2004-09-27 06:42:56 EDT;75067;UI
Status;RESOLVED;frederic_fusier;2004-10-28 04:27:30 EDT;75067;NEW
Status;CLOSED;philippe_mulet;2005-02-28 17:03:36 EST;71987;RESOLVED
Target Milestone;---;philippe_mulet;2005-04-07 09:16:48 EDT;71987;3.1 M2
CC;jaramir;philippe_mulet;2005-04-08 13:12:31 EDT;71987;
Status;RESOLVED;philippe_mulet;2004-09-23 16:52:09 EDT;74858;NEW
Resolution;INVALID;philippe_mulet;2004-09-23 16:52:09 EDT;74858;---
Status;CLOSED;ying1;2004-09-30 08:20:07 EDT;74858;RESOLVED
Resolution;WONTFIX;webmaster;2009-08-30 02:34:26 EDT;74294;LATER
Assignee;jdt-core-inbox;webmaster;2009-08-30 02:34:26 EDT;74294;david_audel
Status;CLOSED;daniel_megert;2014-01-23 11:08:28 EST;74294;RESOLVED
Resolution;DUPLICATE;daniel_megert;2014-01-23 11:08:28 EST;74294;WONTFIX
Keywords;needinfo;denis.roy;2009-08-30 02:06:30 EDT;75047;
Resolution;INVALID;denis.roy;2009-08-30 02:06:30 EDT;75047;REMIND
Resolution;REMIND;denis.roy;2009-08-30 02:06:30 EDT;75067;---
Status;CLOSED;frederic_fusier;2005-02-17 09:59:52 EST;75067;RESOLVED
Keywords;needinfo;denis.roy;2009-08-30 02:05:03 EDT;75067;
Resolution;INVALID;denis.roy;2009-08-30 02:05:03 EDT;75067;REMIND
CC;christophe_cornu;billy.biggs;2005-04-17 01:16:43 EDT;71987;
CC;colinlear;colinlear;2005-04-17 10:05:51 EDT;71987;
CC;96046996;gmendel;2005-05-27 08:02:16 EDT;71987;
Component;Team;philippe_mulet;2004-10-04 05:51:48 EDT;75371;Core
Product;Platform;philippe_mulet;2004-10-04 05:51:48 EDT;75371;JDT
Assignee;platform-team-inbox;philippe_mulet;2004-10-04 05:52:00 EDT;75371;jdt-core-inbox
CC;david_williams;david_williams;2004-09-28 12:38:40 EDT;75185;
CC;philippe_mulet;philippe_mulet;2004-09-28 12:55:09 EDT;75185;
Summary;[indexing] IndexManager marks participant indexes as UNKNOWN during cleanup;frederic_fusier;2004-10-28 09:59:17 EDT;75185;IndexManager marks participant indexes as UNKNOWN during cleanup
CC;michael;philippe_mulet;2005-07-04 07:07:19 EDT;71987;
CC;patrick;philippe_mulet;2005-07-04 07:07:32 EDT;71987;
CC;slehmann;steen.lehmann;2005-07-05 04:49:18 EDT;71987;
Assignee;jdt-ui-inbox;aeschli;2004-10-08 04:44:11 EDT;75871;platform-search-inbox
Component;UI;aeschli;2004-10-08 04:44:11 EDT;75871;Search
Product;JDT;aeschli;2004-10-08 04:44:11 EDT;75871;Platform
Assignee;jdt-core-inbox;jean-michel_lemieux;2004-10-04 09:29:05 EDT;75371;platform-team-inbox
Component;Core;jean-michel_lemieux;2004-10-04 09:29:05 EDT;75371;Team
Product;JDT;jean-michel_lemieux;2004-10-04 09:29:05 EDT;75371;Platform
Status;RESOLVED;jerome_lanneluc;2004-11-04 06:22:00 EST;75371;NEW
CC;kai-uwe_maetzel;pavery;2004-11-02 23:59:44 EST;75185;
Summary;[index] IndexManager marks participant indexes as UNKNOWN during cleanup;jerome_lanneluc;2004-12-16 10:35:53 EST;75185;[indexing] IndexManager marks participant indexes as UNKNOWN during cleanup
Status;RESOLVED;frederic_fusier;2006-03-31 08:24:37 EST;75185;NEW
CC;martin.keller;eclipse;2005-07-06 10:11:02 EDT;71987;
CC;;haroonzc;2005-07-13 14:04:41 EDT;71987;haroonzc
CC;WFrag;WFrag;2005-07-22 11:37:53 EDT;71987;
Assignee;jdt-core-inbox;aeschli;2004-10-08 04:44:58 EDT;75871;jdt-ui-inbox
Component;Core;aeschli;2004-10-08 04:44:58 EDT;75871;UI
Status;RESOLVED;frederic_fusier;2004-10-27 10:49:34 EDT;75871;NEW
Resolution;REMIND;frederic_fusier;2004-10-27 10:49:34 EDT;75871;---
Resolution;REMIND;frederic_fusier;2004-10-27 10:49:34 EDT;75371;---
Status;CLOSED;frederic_fusier;2005-02-17 10:02:05 EST;75371;RESOLVED
Keywords;needinfo;denis.roy;2009-08-30 02:08:56 EDT;75371;
Resolution;INVALID;denis.roy;2009-08-30 02:08:56 EDT;75371;REMIND
Resolution;REMIND;denis.roy;2009-08-30 02:08:56 EDT;75185;---
Status;REOPENED;frederic_fusier;2006-03-31 10:16:50 EST;75185;RESOLVED
Resolution;---;frederic_fusier;2006-03-31 10:16:50 EST;75185;REMIND
Assignee;frederic_fusier;frederic_fusier;2006-03-31 10:17:18 EST;75185;jdt-core-inbox
CC;gtmisc;gtmisc;2005-08-03 18:33:52 EDT;71987;
CC;me;Olivier_Thomann;2005-08-08 12:49:41 EDT;71987;
CC;yarima;yarima;2005-08-09 06:16:21 EDT;71987;
Status;CLOSED;frederic_fusier;2005-02-17 10:01:34 EST;75871;RESOLVED
Keywords;needinfo;denis.roy;2009-08-30 02:09:02 EDT;75871;
Resolution;INVALID;denis.roy;2009-08-30 02:09:02 EDT;75871;REMIND
Assignee;kent_johnson;Olivier_Thomann;2004-10-08 10:43:27 EDT;75889;jdt-core-inbox
Status;RESOLVED;kent_johnson;2004-10-13 11:31:45 EDT;75889;NEW
Resolution;REMIND;kent_johnson;2004-10-13 11:31:45 EDT;75889;---
Status;NEW;kent_johnson;2004-10-13 11:31:45 EDT;75185;REOPENED
Status;RESOLVED;frederic_fusier;2006-04-19 03:25:46 EDT;75185;NEW
Resolution;REMIND;frederic_fusier;2006-04-19 03:25:46 EDT;75185;---
CC;eclipse;eclipse;2005-08-09 16:50:16 EDT;71987;
CC;Marco;dirk_baeumer;2005-08-20 19:23:09 EDT;71987;
CC;yann.gouverneur;billy.biggs;2005-09-07 11:01:47 EDT;71987;
Status;CLOSED;frederic_fusier;2005-02-17 09:59:13 EST;75889;RESOLVED
CC;trevor;trevor;2005-02-23 17:39:31 EST;75889;
Keywords;needinfo;denis.roy;2009-08-30 02:08:48 EDT;75889;
Resolution;INVALID;denis.roy;2009-08-30 02:08:48 EDT;75889;REMIND
Status;CLOSED;frederic_fusier;2007-06-21 10:40:32 EDT;75185;RESOLVED
Keywords;needinfo;denis.roy;2009-08-30 02:07:54 EDT;75185;
Resolution;INVALID;denis.roy;2009-08-30 02:07:54 EDT;75185;REMIND
Assignee;jdt-core-inbox;denis.roy;2009-08-30 02:07:54 EDT;75185;frederic_fusier
Summary;[build] OutOfMemoryError when rebuilding the  workspace;frederic_fusier;2004-10-28 09:44:49 EDT;76645;OutOfMemoryError when rebuilding the  workspace
Status;RESOLVED;jerome_lanneluc;2004-12-16 10:08:05 EST;76645;NEW
Resolution;REMIND;jerome_lanneluc;2004-12-16 10:08:05 EST;76645;---
CC;;jkohen;2005-09-07 11:09:42 EDT;71987;jkohen
CC;alexjede;philippe_mulet;2005-09-08 03:59:18 EDT;71987;
CC;;eclipse;2005-09-19 17:00:51 EDT;71987;eclipse
Assignee;jdt-core-inbox;eclipse;2005-09-19 17:00:51 EDT;75889;kent_johnson
Assignee;jdt-core-inbox;eclipse;2004-10-22 07:07:15 EDT;76783;Platform-UI-Inbox
Component;Core;eclipse;2004-10-22 07:07:15 EDT;76783;UI
Product;JDT;eclipse;2004-10-22 07:07:15 EDT;76783;Platform
CC;daniel_megert;daniel_megert;2004-11-02 05:51:28 EST;77204;
Status;RESOLVED;jerome_lanneluc;2004-11-04 05:48:28 EST;77204;NEW
Resolution;WORKSFORME;jerome_lanneluc;2004-11-04 05:48:28 EST;77204;---
Summary;[gen] invalid bytecode generated by compiler;frederic_fusier;2004-10-28 13:32:44 EDT;77219;invalid bytecode generated by compiler
Assignee;philippe_mulet;philippe_mulet;2004-10-28 16:02:37 EDT;77219;jdt-core-inbox
Status;RESOLVED;philippe_mulet;2005-01-14 09:38:38 EST;77219;NEW
Summary;[builder] OutOfMemoryError when rebuilding the  workspace;philippe_mulet;2005-01-14 09:38:38 EST;76645;[build] OutOfMemoryError when rebuilding the  workspace
Status;CLOSED;frederic_fusier;2005-02-17 10:05:19 EST;76645;RESOLVED
Keywords;needinfo;denis.roy;2009-08-30 02:06:12 EDT;76645;
CC;andreas.scheucher;billy.biggs;2005-09-24 09:15:12 EDT;71987;
CC;agl;philippe_mulet;2005-10-04 12:02:48 EDT;71987;
CC;axb;axb;2005-10-05 10:00:52 EDT;71987;
Status;RESOLVED;frederic_fusier;2004-10-27 07:26:50 EDT;76783;NEW
Resolution;REMIND;frederic_fusier;2004-10-27 07:26:50 EDT;76783;---
Status;CLOSED;frederic_fusier;2005-02-17 09:59:35 EST;76783;RESOLVED
Keywords;needinfo;denis.roy;2009-08-30 02:06:44 EDT;76783;
Target Milestone;3.1 M3;denis.roy;2009-08-30 02:06:44 EDT;77204;---
Target Milestone;---;christof_marti;2004-11-04 11:06:32 EST;77204;3.1 M3
Status;REOPENED;christof_marti;2004-11-05 09:31:47 EST;77204;RESOLVED
Resolution;REMIND;christof_marti;2004-11-05 09:31:47 EST;77219;---
Status;CLOSED;philippe_mulet;2005-01-15 08:34:22 EST;77219;RESOLVED
Keywords;needinfo;denis.roy;2009-08-30 02:06:23 EDT;77219;
Resolution;INVALID;denis.roy;2009-08-30 02:06:23 EDT;77219;REMIND
CC;Tod_Creasey;eclipse;2004-11-08 08:17:43 EST;77310;
Assignee;jdt-core-inbox;Tod_Creasey;2004-11-08 09:29:06 EST;77310;Platform-UI-Inbox
Component;Core;Tod_Creasey;2004-11-08 09:29:06 EST;77310;UI
Resolution;INVALID;Tod_Creasey;2004-11-08 09:29:06 EST;76645;REMIND
Summary;[builder] Out of memory when building large project.;jerome_lanneluc;2004-11-05 05:30:49 EST;77916;Out of memory when building large project.
Status;RESOLVED;philippe_mulet;2005-04-07 08:05:26 EDT;77916;NEW
Resolution;REMIND;philippe_mulet;2005-04-07 08:05:26 EDT;77916;---
CC;winston;dirk_baeumer;2005-10-18 04:52:02 EDT;71987;
CC;dmmpost;Olivier_Thomann;2005-11-01 11:53:58 EST;71987;
CC;k.shaposhnikov;frederic_fusier;2005-11-14 13:14:24 EST;71987;
Summary;[builder] ResourceException while writing class files;jerome_lanneluc;2004-12-17 11:01:28 EST;77459;ResourceException while writing class files
Status;RESOLVED;Olivier_Thomann;2005-08-30 14:48:09 EDT;77459;NEW
Resolution;REMIND;Olivier_Thomann;2005-08-30 14:48:09 EDT;77459;---
Resolution;INVALID;Olivier_Thomann;2005-08-30 14:48:09 EDT;76783;REMIND
Component;Text;Olivier_Thomann;2005-08-30 14:48:09 EDT;77204;Core
Resolution;---;Olivier_Thomann;2005-08-30 14:48:09 EDT;77204;WORKSFORME
Assignee;jdt-text-inbox;christof_marti;2004-11-05 09:35:55 EST;77204;jdt-core-inbox
Assignee;jdt-core-inbox;christof_marti;2004-11-05 09:35:55 EST;77219;philippe_mulet
Product;JDT;christof_marti;2004-11-05 09:35:55 EST;77310;Platform
Summary;Build is building too many resources on save;christof_marti;2004-11-05 09:35:55 EST;77310;Can't invoke external command while build in progress
Summary;[builder] Build is building too many resources on save;jerome_lanneluc;2004-12-13 11:47:23 EST;77310;Build is building too many resources on save
Status;CLOSED;frederic_fusier;2005-06-08 05:58:15 EDT;77916;RESOLVED
Target Milestone;3.1 RC2;frederic_fusier;2005-06-08 05:58:15 EDT;77916;---
Keywords;needinfo;denis.roy;2009-08-30 02:06:40 EDT;77916;
Resolution;INVALID;denis.roy;2009-08-30 02:06:40 EDT;77916;REMIND
CC;ddyer;jerome_lanneluc;2006-04-24 11:10:11 EDT;71987;
CC;pedro;philippe_mulet;2006-05-29 07:42:38 EDT;71987;
CC;;colinlear;2006-05-29 10:49:49 EDT;71987;colinlear
Status;CLOSED;philippe_mulet;2006-02-03 05:31:12 EST;77459;RESOLVED
Keywords;needinfo;denis.roy;2009-08-30 02:04:59 EDT;77459;
Resolution;INVALID;denis.roy;2009-08-30 02:04:59 EDT;77459;REMIND
Status;NEW;denis.roy;2009-08-30 02:04:59 EDT;77204;REOPENED
Target Milestone;3.1 M4;daniel_megert;2004-11-05 10:16:28 EST;77204;---
Status;ASSIGNED;daniel_megert;2004-11-05 10:24:27 EST;77204;NEW
Status;RESOLVED;philippe_mulet;2005-04-07 08:56:08 EDT;77310;NEW
Resolution;REMIND;philippe_mulet;2005-04-07 08:56:08 EDT;77310;---
Status;CLOSED;frederic_fusier;2005-06-08 05:56:27 EDT;77310;RESOLVED
Target Milestone;3.1 RC2;frederic_fusier;2005-06-08 05:56:27 EDT;77310;---
Assignee;philippe_mulet;philippe_mulet;2004-11-15 15:12:00 EST;78651;jdt-core-inbox
Summary;[1.5][compiler] NPE in createParameterizedType;philippe_mulet;2004-11-15 15:12:00 EST;78651;NPE in createParameterizedType
Status;RESOLVED;philippe_mulet;2004-11-16 07:45:49 EST;78651;NEW
CC;loskutov;loskutov;2007-04-26 09:46:32 EDT;71987;
Resolution;WONTFIX;webmaster;2009-08-30 02:39:43 EDT;71987;LATER
Priority;P2;webmaster;2009-08-30 02:39:43 EDT;77204;P3
Summary;[implementation] Cannot save CU due to wrong IBuffer in BufferCache;webmaster;2009-08-30 02:39:43 EDT;77204;Cannot save CU due to wrong IBuffer in BufferCache
Target Milestone;---;webmaster;2009-08-30 02:39:43 EDT;77204;3.1 M4
Keywords;needinfo;denis.roy;2009-08-30 02:08:18 EDT;77310;
Resolution;INVALID;denis.roy;2009-08-30 02:08:18 EDT;77310;REMIND
Resolution;REMIND;denis.roy;2009-08-30 02:08:18 EDT;78651;---
Status;CLOSED;frederic_fusier;2005-02-17 10:04:11 EST;78651;RESOLVED
Keywords;needinfo;denis.roy;2009-08-30 02:07:22 EDT;78651;
Resolution;INVALID;denis.roy;2009-08-30 02:07:22 EDT;78651;REMIND
Assignee;jdt-core-inbox;christof_marti;2004-11-05 12:15:14 EST;77204;jdt-text-inbox
Status;NEW;christof_marti;2004-11-05 12:15:14 EST;77204;ASSIGNED
Component;Core;christof_marti;2004-11-05 12:15:14 EST;77204;Text
Severity;critical;mtoledo;2004-12-02 13:14:35 EST;80043;normal
Assignee;kent_johnson;philippe_mulet;2004-12-10 07:33:27 EST;80043;jdt-core-inbox
CC;john_arthorne;kent_johnson;2004-12-14 11:49:41 EST;80043;
Assignee;jdt-core-inbox;kent_johnson;2004-12-14 11:49:41 EST;78651;philippe_mulet
CC;dirk_baeumer;dirk_baeumer;2004-11-08 13:08:10 EST;77204;
CC;david_williams;david_williams;2005-03-10 04:07:53 EST;77204;
Priority;P3;philippe_mulet;2005-05-25 10:25:39 EDT;77204;P2
Severity;major;philippe_mulet;2005-06-08 10:21:58 EDT;80043;critical
Status;RESOLVED;philippe_mulet;2005-06-08 10:21:58 EDT;80043;NEW
Resolution;REMIND;philippe_mulet;2005-06-08 10:21:58 EDT;80043;---
Status;CLOSED;mtoledo;2005-06-08 10:25:55 EDT;80043;RESOLVED
Status;RESOLVED;philippe_mulet;2004-12-04 19:14:54 EST;80211;NEW
Resolution;INVALID;philippe_mulet;2004-12-04 19:14:54 EST;80211;---
Target Milestone;3.1 M4;philippe_mulet;2004-12-04 19:14:54 EST;80211;---
Assignee;philippe_mulet;kent_johnson;2004-12-28 09:46:34 EST;81836;jdt-core-inbox
Summary;[1.5][compiler] Getting an 'Internal compiler error' in 3.1 M4;philippe_mulet;2005-01-04 05:31:47 EST;81836;Getting an 'Internal compiler error' in 3.1 M4
Status;RESOLVED;philippe_mulet;2005-01-04 05:32:32 EST;81836;NEW
Assignee;david_audel;Olivier_Thomann;2004-12-25 19:54:39 EST;81854;jdt-core-inbox
Status;RESOLVED;david_audel;2005-04-07 11:26:38 EDT;81854;NEW
Resolution;REMIND;david_audel;2005-04-07 11:26:38 EDT;81854;---
Status;RESOLVED;frederic_fusier;2005-06-08 10:43:39 EDT;77204;NEW
Resolution;REMIND;frederic_fusier;2005-06-08 10:43:39 EDT;77204;---
Status;CLOSED;frederic_fusier;2005-06-09 04:13:04 EDT;77204;RESOLVED
Keywords;needinfo;denis.roy;2009-08-30 02:07:46 EDT;80043;
Resolution;INVALID;denis.roy;2009-08-30 02:07:46 EDT;80043;REMIND
Assignee;jdt-core-inbox;denis.roy;2009-08-30 02:07:46 EDT;80043;kent_johnson
Status;CLOSED;brodziak;2004-12-04 19:50:31 EST;80211;RESOLVED
Resolution;REMIND;brodziak;2004-12-04 19:50:31 EST;81836;---
Status;CLOSED;vjsvohra;2005-03-09 09:22:59 EST;81836;RESOLVED
Keywords;needinfo;denis.roy;2009-08-30 02:06:26 EDT;81836;
Resolution;INVALID;denis.roy;2009-08-30 02:06:26 EDT;81836;REMIND
Status;CLOSED;philippe_mulet;2006-02-03 05:27:17 EST;81854;RESOLVED
Keywords;needinfo;denis.roy;2009-08-30 02:08:01 EDT;81854;
Resolution;INVALID;denis.roy;2009-08-30 02:08:01 EDT;81854;REMIND
Assignee;jdt-core-inbox;denis.roy;2009-08-30 02:08:01 EDT;81854;david_audel
Assignee;jdt-core-inbox;john.arthorne;2005-01-04 11:32:37 EST;82095;platform-resources-inbox
Component;Core;john.arthorne;2005-01-04 11:32:37 EST;82095;Resources
Product;JDT;john.arthorne;2005-01-04 11:32:37 EST;82095;Platform
Status;RESOLVED;philippe_mulet;2005-01-11 17:43:21 EST;82550;NEW
Resolution;REMIND;philippe_mulet;2005-01-11 17:43:21 EST;82550;---
Status;CLOSED;frederic_fusier;2005-06-08 05:59:18 EDT;82550;RESOLVED
Assignee;jdt-core-inbox;dirk_baeumer;2005-01-11 17:30:55 EST;82606;jdt-ui-inbox
Component;Core;dirk_baeumer;2005-01-11 17:30:55 EST;82606;UI
Assignee;Olivier_Thomann;Olivier_Thomann;2005-01-11 21:40:13 EST;82606;jdt-core-inbox
Target Milestone;3.1 RC2;frederic_fusier;2005-06-09 04:13:21 EDT;77204;---
Keywords;needinfo;denis.roy;2009-08-30 02:04:56 EDT;77204;
Resolution;INVALID;denis.roy;2009-08-30 02:04:56 EDT;77204;REMIND
Assignee;jdt-core-inbox;denis.roy;2009-08-30 02:04:56 EDT;81836;philippe_mulet
Summary;"[compiler] NPE while ""rebuild all"" in progress";jerome_lanneluc;2005-01-05 05:12:15 EST;82095;"NPE while ""rebuild all"" in progress"
Assignee;philippe_mulet;philippe_mulet;2005-01-05 08:39:47 EST;82095;jdt-core-inbox
Target Milestone;3.1 M5;philippe_mulet;2005-01-05 08:39:47 EST;82095;---
Target Milestone;3.1 RC2;philippe_mulet;2005-01-05 08:39:47 EST;82550;---
Keywords;needinfo;denis.roy;2009-08-30 02:08:51 EDT;82550;
Resolution;INVALID;denis.roy;2009-08-30 02:08:51 EDT;82550;REMIND
Status;ASSIGNED;Olivier_Thomann;2005-01-11 22:37:41 EST;82606;NEW
Assignee;jdt-core-inbox;Olivier_Thomann;2005-01-12 10:51:20 EST;82606;Olivier_Thomann
Status;NEW;Olivier_Thomann;2005-01-12 10:51:20 EST;82606;ASSIGNED
Summary;[compiler] IncompatibleClassChangeError;Olivier_Thomann;2005-06-07 10:02:09 EDT;82606;IncompatibleClassChangeError
Status;RESOLVED;philippe_mulet;2005-04-07 09:53:43 EDT;83370;NEW
Resolution;REMIND;philippe_mulet;2005-04-07 09:53:43 EDT;83370;---
Status;CLOSED;frederic_fusier;2005-06-08 06:01:48 EDT;83370;RESOLVED
Status;RESOLVED;philippe_mulet;2005-01-05 09:21:56 EST;82095;NEW
Resolution;REMIND;philippe_mulet;2005-01-05 09:21:56 EST;82095;---
Status;REOPENED;frederic_fusier;2005-02-17 10:10:18 EST;82095;RESOLVED
Resolution;---;frederic_fusier;2005-02-17 10:10:18 EST;82095;REMIND
Status;RESOLVED;philippe_mulet;2005-06-08 05:31:13 EDT;82606;NEW
Resolution;REMIND;philippe_mulet;2005-06-08 05:31:13 EDT;82606;---
Status;CLOSED;frederic_fusier;2005-06-08 06:00:49 EDT;82606;RESOLVED
Target Milestone;3.1 RC2;frederic_fusier;2005-06-08 06:00:49 EDT;82606;---
Target Milestone;3.1 RC2;frederic_fusier;2005-06-08 06:00:49 EDT;83370;---
Keywords;needinfo;denis.roy;2009-08-30 02:05:49 EDT;83370;
Resolution;INVALID;denis.roy;2009-08-30 02:05:49 EDT;83370;REMIND
Target Milestone;---;denis.roy;2009-08-30 02:05:49 EDT;82095;3.1 M5
Status;RESOLVED;philippe_mulet;2005-04-05 08:57:24 EDT;82095;REOPENED
Resolution;REMIND;philippe_mulet;2005-04-05 08:57:24 EDT;82095;---
Keywords;needinfo;denis.roy;2009-08-30 02:05:32 EDT;82606;
Resolution;INVALID;denis.roy;2009-08-30 02:05:32 EDT;82606;REMIND
Product;JDT;daniel_megert;2005-02-01 04:05:31 EST;84109;Platform
Assignee;jdt-core-inbox;daniel_megert;2005-02-01 04:05:59 EST;84109;platform-text-inbox
Component;Core;daniel_megert;2005-02-01 04:05:59 EST;84109;Text
Status;CLOSED;philippe_mulet;2006-02-03 05:27:05 EST;82095;RESOLVED
Keywords;needinfo;denis.roy;2009-08-30 02:08:53 EDT;82095;
Resolution;INVALID;denis.roy;2009-08-30 02:08:53 EDT;82095;REMIND
Status;RESOLVED;philippe_mulet;2005-02-02 07:23:57 EST;84109;NEW
