title,id,activity,status
"""ez"" format code for ParseTuple()",880951,2007-08-23.19:28:17,2
Codec naming scheme and aliasing support,225476,2007-08-23.19:27:24,2
Need user-centered info for Windows users.,223599,2007-08-23.19:15:44,2
exception item from mapped function,447143,2007-08-23.19:12:26,2
Docs in DocBook format,574465,2007-08-23.19:08:45,2
"Add ""eu#"" parser marker",514532,2007-08-23.19:04:24,2
include SQL interface module,457493,2007-08-23.19:02:13,2
chown() does not handle UID > INT_MAX,1752703,2007-08-23.18:49:43,2
"reference count discrepancy, PyErr_Print vs. PyErr_Clear",1756389,2007-08-23.18:13:56,2
fixing 2.5.1 build with unicode and dynamic loading disabled,1752175,2007-08-23.18:08:55,2
"poll() returns ""status code"", not ""return code""",1766421,2007-08-23.17:58:13,2
"Byte code WITH_CLEANUP missing, MAKE_CLOSURE wrong",1768121,2007-08-23.17:54:31,2
Improve exception pickling support,1744398,2007-08-23.17:28:00,2
Pickling of exceptions broken,1742889,2007-08-23.17:24:47,2
tempfile.TemporaryFile differs between platforms,1776696,2007-08-23.17:17:56,2
webbrowser.open_new() suggestion,1624674,2007-08-23.16:51:05,2
rounding inconsisntency using string formatting,1778207,2007-08-22.06:01:52,2
attempt to access sys.argv when it doesn\'t exist,839151,2007-08-22.01:29:11,2
"BufReader, TextReader for PEP 3116 ""New I/O""",1731036,2007-08-21.19:23:38,2
Confusing typography Python Ref 5.9,1777168,2007-08-21.06:12:56,2
Please warn about a subtle trap,1777160,2007-08-21.06:07:49,2
Overenthusiastic check in Swap?,926910,2007-08-21.01:18:53,2
mapitags.PROP_TAG() doesn't account for new longs,1093389,2007-08-21.01:15:12,2
MSVC6/7 issues with bdist_wininst and --target-version,983164,2007-08-21.01:11:33,2
distutils.util.get_platform() return value on 64bit Windows,1761786,2007-08-21.01:06:17,2
"some section links (previous, up, next) missing last word",1559142,2007-08-15.18:53:42,2
Collapse distutils docs,1375258,2007-08-15.18:47:48,2
Python function/method/constant names as HTML-tag IDs,1243945,2007-08-15.18:46:49,2
mark deprecated modules in indexes,816725,2007-08-15.18:43:09,2
"decimal.Decimal(""trash"") produces informationless exception",1770009,2007-08-15.15:14:33,2
"Py Lib Ref, 3.6.1 String Methods startswith() typo",1772890,2007-08-13.09:39:38,2
words able to decode but unable to encode in GB18030,1770551,2007-08-12.15:18:46,2
ERROR - Microsoft Visual C++ Runtime Library,1721161,2007-08-11.07:10:11,2
minor bug in turtle,1771558,2007-08-10.17:32:12,2
another 'nothing to repeat',1771483,2007-08-10.08:56:28,2
A paragraph about packages should be updated.,1769002,2007-08-07.18:31:41,2
"unicode(None,charset) raise TypeError",1758804,2007-08-07.02:20:05,2
tutorial,1768767,2007-08-06.19:08:59,2
urllib2-howto - correction,1765839,2007-08-06.08:05:34,2
socket close fixed,1763387,2007-08-05.01:08:05,2
subprocess.Popen.wait fails sporadically with threads,1754642,2007-08-04.07:24:23,2
String.capwords() does not capitalize first word,1767363,2007-08-04.06:50:20,2
No docs for list comparison,1760423,2007-08-03.11:36:02,2
Decimal comparison with None fails in Windows,1764761,2007-08-03.02:59:41,2
decimal sqrt method doesn't use round-half-even,1725899,2007-08-02.03:15:41,2
Fix Decimal.sqrt bugs described in #1725899,1741308,2007-08-02.03:13:21,2
_RLock.__repr__ throws exception,1764059,2007-07-31.13:53:47,2
itertools.getitem(),1749857,2007-07-31.07:03:40,2
Some fix abount _WIN32_WINNT,1761803,2007-07-30.01:48:00,2
"S.find documentation uses s[start, end] vs. s[start:end]",1763149,2007-07-29.17:39:08,2
Thread.join() fails to release Lock on KeyboardInterrupt,1171023,2007-07-28.16:43:20,2
incorrect return value of unicodedata.lookup() - beoynd BMP,1704793,2007-07-28.07:05:09,2
splice() function for itertools,1757395,2007-07-22.16:51:50,2
setuptools support for bazaar vcs,1757782,2007-07-20.21:10:58,2
Docstring for codecs.lookup is incorrect,1754453,2007-07-19.13:05:23,2
Show Location of Unicode Escape Errors,1755885,2007-07-18.17:19:34,2
"subprocess raising ""No Child Process"" OSError",1755150,2007-07-16.22:15:56,2
"""yield"" causes strange behaviour",1754456,2007-07-16.13:05:22,2
subprocess.check_call() new in 2.5,1753406,2007-07-14.17:13:19,2
email.message_from_string: initial line gets discarded,1752723,2007-07-13.21:22:41,2
ctypes documenation obscure and incomplete,1484580,2007-07-13.17:52:16,2
ctypes: problem with large integers,1703952,2007-07-13.17:51:28,2
non-standard: array[0],1649098,2007-07-13.17:48:58,2
Segfault in c_char_p of ctypes,1701409,2007-07-13.17:14:23,2
IDE needs to remember status of interactive window,758565,2007-07-12.15:56:24,2
Datetime enhancements,1665292,2007-07-12.14:46:52,2
"PCbuild8/pcbuild.sln is missing ""_socket"" sub-project",1700865,2007-07-12.10:06:08,2
Zipfile tweaks and test coverage improvement,1675424,2007-07-12.09:59:32,2
if __name__=='__main__' missing in tutorial,1637365,2007-07-12.09:38:08,2
Expect skips by platform,1731169,2007-07-12.09:24:22,2
Improve doc for time.strptime,1731659,2007-07-12.09:06:51,2
'%G' string formatting doesn't catch same errors as '%g',1673759,2007-07-12.08:39:07,2
"string and unicode formatting are missing a test for ""G""",1673757,2007-07-12.08:38:31,2
Fix selectmodule.c compilation on GNU/Hurd,1735030,2007-07-12.08:13:10,2
Patch inspect.py for IronPython / Jython Compatibility,1739696,2007-07-12.08:11:42,2
urllib2 1750931 alternative patch,1752270,2007-07-12.08:06:11,2
make build_opener raise exception when not passed a handler,1750931,2007-07-12.08:05:59,2
binary and new-style octal literals,1681002,2007-07-12.07:57:51,2
Mac build fails if not building universal due to libtool,1736103,2007-07-12.04:45:54,2
opcode.h incorrectly describes arg of SETUP_*,1752132,2007-07-11.19:42:01,2
Popen4 wait() fails sporadically with threads,1183780,2007-07-11.12:46:38,2
os.getlogin should use the DISPLAY and not the tty,1750013,2007-07-10.08:45:31,2
Python-2.5.1.tar.bz2 build failed at Centos-4.5 server,1738559,2007-07-10.05:36:09,2
Bad documentation of SMTPException,1694950,2007-07-10.01:55:27,2
Mac OS X: libtool,1673122,2007-07-09.08:41:34,2
Status bar on OSX garbled,1627543,2007-07-09.08:09:02,2
MacPython ignores user-installed Tcl/Tk,1563046,2007-07-09.07:40:12,2
Mac Universal Build of Python confuses distutils,1530142,2007-07-09.07:35:28,2
logging module formatter problem with %(filename)s,1508369,2007-07-09.07:32:06,2
"Fix for duplicate ""preferences"" menu-OS X",1693258,2007-07-09.06:05:58,2
Tkinter is not working on trunk (2.6),1733943,2007-07-05.22:07:47,2
str.join() intercepts UnicodeDecodeError raised by iterator,1748292,2007-07-05.13:11:17,2
Filename providing cross platform capability,1745533,2007-07-01.08:34:08,2
Some incorrect national characters (Polish) in unicodedata,1743795,2007-06-30.17:34:06,2
pdtri gives wrong results,1745178,2007-06-29.07:33:04,2
Strange unicode behaviour,1668295,2007-06-28.12:59:15,2
"Newline skipped in ""for line in file""",1636950,2007-06-27.10:00:22,2
conditional expressions vs. () and * in call arguments.,1743665,2007-06-26.16:51:26,2
shutil.move doesn't work when only case changes,1738441,2007-06-26.03:51:20,2
python: Modules/gcmodule.c:240: update_refs: Assertion `gc->,1740599,2007-06-26.01:18:33,2
shlex handles  'None' poorly,1742901,2007-06-25.15:22:39,2
Odd UDP problems in socket library,1741898,2007-06-23.15:10:25,2
defined format returns error,1741524,2007-06-22.14:05:00,2
cgi.FieldStorage doesn't have __nonzero_,444913,2007-06-22.10:44:25,2
add multi-line comments,1739679,2007-06-19.15:31:28,2
shutil.rmtree's error message is confusing,1739115,2007-06-19.12:38:53,2
logging.exception() does not allow empty string,1737864,2007-06-19.12:36:18,2
make colon optional,1739678,2007-06-19.12:27:41,2
locale.getdefaultlocale() bug when _locale is missing,1553427,2007-06-18.19:34:09,2
Bug assigning list comprehension to __slots__ in python 2.5,1739107,2007-06-18.15:21:57,2
Tutorial error in 3.1.2 Strings,1738754,2007-06-18.02:53:47,2
parser error : out of memory error,1738193,2007-06-17.23:59:52,2
sqlite3 doc fix,1738670,2007-06-17.18:50:01,2
PY_LLONG_MAX and so on,1734014,2007-06-14.20:47:44,2
platform.system() returns incorrect value in Vista,1726668,2007-06-12.09:27:17,2
platform.py patch to support turbolinux,1734945,2007-06-12.09:10:17,2
Repr class from repr module ignores maxtuple attribute,1734723,2007-06-11.07:34:31,2
Tutorial Section 6.4,1734732,2007-06-11.05:37:13,2
Allow T_LONGLONG to accepts ints,1733960,2007-06-09.08:07:00,2
T_LONGLONG chokes on ints,1732557,2007-06-09.08:06:19,2
fixes non ansi c declarations in libffi,1703300,2007-06-08.19:42:10,2
bug fix: ctypes truncates 64-bit pointers,1703286,2007-06-08.19:41:10,2
ctypes Fundamental data types,1700455,2007-06-08.19:34:00,2
setup.py incorrect for HP,1733518,2007-06-08.19:02:55,2
windows 64 bit builds,1733536,2007-06-08.18:58:44,2
x64 clean compile patch for _ctypes,1715718,2007-06-08.18:23:49,2
Built-in open function fail. Too many file open,1732686,2007-06-08.17:54:14,2
AIX Objects/buffereobject.c does not build on AIX,1733488,2007-06-08.17:30:13,2
AIX  Modules/unicodedata.c does not build,1733493,2007-06-08.13:58:14,2
SVNVERSION redefined during compilation,1729277,2007-06-07.23:58:36,2
urllib2 has memory leaks,1430435,2007-06-07.13:41:15,2
"urllib2 raises an UnboundLocalError if ""auth-int"" is the qop",1667860,2007-06-07.13:35:05,2
Built-in open function fail. Too many file open,1732629,2007-06-07.10:20:14,2
Unable to Start IDLE,1732160,2007-06-07.06:11:29,2
Fix tests that assume they can write to Lib/test,1520904,2007-06-07.03:03:43,2
Allow specifying headers for MIME parts,1666625,2007-06-07.02:24:59,2
embedding Python causes memory leaks,1445210,2007-06-07.02:19:06,2
Pruning threading.py from asserts,1731049,2007-06-06.00:17:59,2
Missing Py_DECREF in pysqlite_cache_display,1731330,2007-06-05.23:46:44,2
CGIHttpServer fails if python exe has spaces,1711608,2007-06-05.23:37:32,2
reading from malformed big5 document hangs cpython,1728403,2007-06-05.19:34:17,2
"getattr([], '__eq__')(some-object) is NotImplemented",1730322,2007-06-05.18:23:09,2
Const(None) in compiler.ast.Return.value,1715581,2007-06-05.17:47:51,2
strptime bug in time module,1730389,2007-06-04.00:14:20,2
__cmp__ present in type but not instance??,1730401,2007-06-03.22:51:51,2
test_bsddb3 malloc corruption bug #1721309 broken in 2.6,1729929,2007-06-03.21:18:33,2
make testall shows many glibc detected malloc corruptions,1721309,2007-06-03.20:33:11,2
os.stat producing incorrect / invalid results,1729170,2007-06-03.08:02:08,2
fix 1668596: copy datafiles properly when package_dir is ' ',1720897,2007-06-02.18:54:07,2
distutils chops the first character of filenames,1668596,2007-06-02.18:53:26,2
Compiler is not thread safe?,1720241,2007-06-02.14:53:35,2
inspect.formatargspec last argument ignored,1723875,2007-06-01.22:42:02,2
Option -OO doesn't remove docstrings,1722485,2007-06-01.11:34:40,2
Error in example,1729280,2007-06-01.05:35:02,2
Typo in ctypes.wintypes definition of WIN32_FIND_DATA field,1726026,2007-05-30.07:10:40,2
Fix warnings related to PyLong_FromVoidPtr,1713234,2007-05-30.07:00:03,2
'assert statement' in doc index links to AssertionError,1727417,2007-05-29.15:07:42,2
Patch to vs 2005 build,1726195,2007-05-29.10:39:37,2
Crash in ctypes callproc function with unicode string arg,1723338,2007-05-28.15:39:17,2
add itertools.ichain function and count.getvalue,1726707,2007-05-28.05:32:52,2
"new functool: ""defaults"" decorator",1719222,2007-05-28.04:51:19,2
add operator.fst and snd functions,1726697,2007-05-28.04:49:18,2
Clarify mktime semantics,697989,2007-05-28.02:33:04,2
bsddb.btopen . del of record doesn't update index,1726299,2007-05-28.00:51:00,2
import and capital letters,1700132,2007-05-27.02:20:19,2
subprocess: Support close_fds on Win32,1669481,2007-05-26.22:20:25,2
tarfile stops expanding with long filenames,1719898,2007-05-26.08:08:39,2
bsddb.btopen . del of record doesn't update index,1725862,2007-05-26.02:39:17,2
lost global variables in main memory intensive execution,1707255,2007-05-26.02:20:08,2
docu enhancement for logging.handlers.SysLogHandler,1720726,2007-05-25.07:28:51,2
Grammar error in Python Tutorial 2.5 section 8.3,1724099,2007-05-23.13:26:06,2
emphasize iteration volatility for set,1721372,2007-05-23.03:01:46,2
Allow any mapping after ** in calls,1686487,2007-05-21.20:34:31,2
x = [[]]*2;  x[0].append doesn't work,1722956,2007-05-21.20:03:46,2
NamedTuple security issue,1722239,2007-05-21.16:49:13,2
Please make sqlite3.Row iterable,1720959,2007-05-20.16:26:13,2
Cannot use dict with unicode keys as keyword arguments,1712419,2007-05-19.18:14:27,2
Docstring for site.addpackage() is incorrect,1697215,2007-05-19.18:10:27,2
__getslice__ changes integer arguments,1712236,2007-05-18.23:51:44,2
emphasize iteration volatility for dict,1721368,2007-05-18.23:07:28,2
test_bsddb3 malloc corruption,1721313,2007-05-18.13:47:25,2
test_1686475 fails because pagefile.sys does not exist,1709284,2007-05-17.02:20:05,2
sets module documentation: example uses deprecated method,1719995,2007-05-16.13:44:39,2
"curses should reset curses.{COLS,LINES} when term. resized",1633621,2007-05-13.08:07:43,2
Please add .bz2 in encodings_map (in the module mimetypes),1707693,2007-05-13.08:04:18,2
"A large block of commands after an ""if"" cannot be ",711268,2007-05-13.07:57:15,2
additions to commands lib,840034,2007-05-13.07:55:35,2
commands module,1713624,2007-05-13.07:54:44,2
improving distutils swig support - documentation,1046945,2007-05-12.21:07:16,2
Universal line ending mode duplicates all line endings,1714381,2007-05-11.19:38:22,2
Bastion and rexec message out-of-date,1698951,2007-05-11.11:10:16,2
Segfaults on memory error,1697916,2007-05-11.11:08:28,2
os.linesep needs clarification,1714700,2007-05-11.11:05:12,2
datetime.date won't accept 08 or 09 as valid days.,1715302,2007-05-09.03:45:59,2
Multiple re.compile flags cause error,1713999,2007-05-07.08:35:37,2
smtplib starttls() didn't do TLS Close Notify when quit(),1713993,2007-05-07.01:40:25,2
Fix off-by-one error in Modules/socketmodule.c,1713797,2007-05-06.16:44:21,2
Error inside logging module documentation,1713535,2007-05-05.18:57:16,2
subprocess must escape redirection characters under win32,1710802,2007-05-04.21:13:14,2
utf-16 codec problems with multiple file append,1701389,2007-05-03.17:12:48,2
subclassing ModuleType and another built-in type,1174712,2007-05-02.19:25:30,2
PEP 318 -- add resolution and XRef,1710853,2007-05-02.07:14:27,2
Portability issue: os.rename behaves differently on win32,1693753,2007-05-01.15:02:53,2
Use MoveFileEx() to implement os.rename() on windows,1704547,2007-05-01.14:44:07,2
Update locale.__all__,1710352,2007-05-01.06:08:29,2
Tutorial - Section 8.3 - <type 'instance'>,1710295,2007-05-01.06:04:48,2
os.stat() WindowsError 13 when file in use,1686475,2007-04-30.01:54:06,2
"TimedRotatingFileHandler's doRollover opens file in ""w"" mode",1708538,2007-04-29.15:29:59,2
Picky floats,1478364,2007-04-29.12:57:59,2
struct.calcsize() incorrect,1709506,2007-04-29.10:38:20,2
package.pth file name not used as described. ,1697169,2007-04-29.02:20:16,2
test_1686475 fails when pagefile.sys does not exist,1709282,2007-04-28.14:52:04,2
Tutorial error,1708710,2007-04-27.19:20:30,2
Why not sequential?,1708362,2007-04-26.20:38:42,2
raw text can't end with backslash,1707607,2007-04-25.19:36:12,2
Update to Macintosh library documentation,1698768,2007-04-25.06:26:09,2
tarfile bug when opening a file directly,1695229,2007-04-25.06:03:54,2
Tix is not included in 2.5 for Windows,1568240,2007-04-24.21:19:56,2
tarfile fails in 2.5.1 (NoneType has no ...),1706850,2007-04-24.20:56:09,2
SWIG options not being followed in all cases,1706381,2007-04-24.15:27:34,2
pydoc.py has typo.,1705997,2007-04-24.15:11:33,2
Error in sys.argv documenation,1705717,2007-04-24.15:10:37,2
warnings.py gets filename wrong for eval/exec,1692664,2007-04-24.10:06:38,2
Incorrect example for add_password(),1703110,2007-04-24.04:54:39,2
textwrap.py mod. for jython,1704473,2007-04-22.22:18:47,2
TarFile.addfile() throws a struct.error,1704156,2007-04-22.04:13:15,2
SSL support in socket module needs tests,451607,2007-04-22.02:55:57,2
Exception message when using subprocess.Popen,1704790,2007-04-21.20:36:02,2
