title,id,activity,status
distutils: broken error reporting about vcvarsall.bat,25316,2015-10-05.17:35:59,2
Optimize UTF-8 decoder with error handlers,25301,2015-10-05.11:49:36,2
Don't use builtins as variable names in urllib.request,15280,2015-10-05.05:29:27,2
Expose SSL contexts,8550,2015-10-05.01:18:33,2
"askopenfilename crashes on XP with ""Show pop-up description for folder and desktop items"" on",25309,2015-10-04.21:29:50,2
IDLE themes for light on dark,24820,2015-10-04.18:25:36,2
End mark argument for StreamReader.readline() method,25310,2015-10-04.05:07:33,2
*args regression,24791,2015-10-04.03:03:41,2
Allow trailing comma in any function argument list.,9232,2015-10-04.03:03:41,2
Windows: python opens a popup and flood stderr with assertion error on FD error,25305,2015-10-03.20:12:34,2
Memory Leaks with Address Sanitizer,25302,2015-10-03.12:19:59,2
Docs missing the behavior of += (in-place add) for lists.,16701,2015-10-03.08:05:10,2
CGIRequestHandler behave incorrectly with query component consisting mutliple ?,25232,2015-10-03.07:40:56,2
CGIHTTPServer module discard continuous '/' letters from params given by GET method.,24657,2015-10-03.07:39:53,2
[httplib] logging information for request is not pretty printed,19917,2015-10-03.04:07:42,2
readline.py file in current directory caused unexpected code execution.,25288,2015-10-02.23:25:41,2
regrtest: add switch -c to run only modified tests,22806,2015-10-02.22:48:59,2
Getting the starting date of iso week from a week number and a year.,14423,2015-10-02.22:00:19,2
timemodule.c: Python loses current timezone,762963,2015-10-02.21:30:21,2
new timezones,13466,2015-10-02.21:27:07,2
Floor divide should return int,22444,2015-10-02.21:25:03,2
"regrtest checks (os.environ, sys.path, etc.) are hard to use",12314,2015-10-02.21:24:02,2
Add regrtest option to record test results to a file,13954,2015-10-02.21:23:34,2
move regrtest over to using more unittest infrastructure,10967,2015-10-02.21:21:30,2
Enhance and refactor test.regrtest (convert regrtest.py to a package),25220,2015-10-02.21:13:52,2
PyUnicode_FromFormatV() doesn't handle non-ascii text correctly,9769,2015-10-02.21:12:14,2
Integrate Buildroot patches (cross-compilation),11365,2015-10-02.21:11:58,2
unittest.mock: test_create_autospec_unbound_methods is skipped,17548,2015-10-02.21:10:37,2
Add new PyRun_xxx() functions to not encode the filename,19518,2015-10-02.21:09:44,2
Parser: don't transcode input string to UTF-8 if it is already encoded to UTF-8,19519,2015-10-02.21:09:19,2
tracemalloc add a memory limit feature,19817,2015-10-02.21:08:14,2
Add a MemoryError singleton to fix an unlimited loop when the memory is exhausted,19835,2015-10-02.21:08:07,2
Make sleep configurable in tests,20910,2015-10-02.21:07:13,2
Add support.check_time_delta(),20964,2015-10-02.21:07:03,2
Rewrite PyUnicode_AsWideChar() and PyUnicode_AsWideCharString(): don't cache the result,22323,2015-10-02.21:06:09,2
Use PyUnicode_AsWideCharString() instead of PyUnicode_AsUnicode(),22324,2015-10-02.21:06:01,2
csv.reader: minor docstring typo,25290,2015-10-02.16:31:36,2
Avoid repeated hash calculation in C implementation of functools.lru_cache(),24483,2015-10-02.10:27:08,2
run_cgi reverts to using unnormalized path,14566,2015-10-02.00:47:18,2
http.server fails when query string contains addition '?' characters,10485,2015-10-01.22:41:14,2
Windows uninstallation should not remove launcher if other versions remain,25165,2015-10-01.22:21:01,2
"Windows, 'Edit with IDLE', and multiple installed versions",23546,2015-10-01.21:54:33,2
Optimize UTF-8 encoder with error handlers,25267,2015-10-01.21:27:18,2
Add method reopenFile() in WatchedFileHandler class,24884,2015-10-01.19:55:03,2
os.urandom() should call getrandom(2) not getentropy(2) on Solaris 11.3 and newer,25003,2015-10-01.16:13:39,2
Logging Documentation - dictConfig disable_existing_loggers,25123,2015-10-01.11:15:33,2
Inconsistency between venv and site,25185,2015-10-01.10:28:53,2
Message can be formatted twice in importlib,25280,2015-10-01.09:20:34,2
does not build on OpenBSD with no value defined for PY_GETENTROPY,25171,2015-10-01.06:50:59,2
"Spec for BaseEventLoop.run_in_executor(executor, callback, *args) is outdated in documentation",25284,2015-10-01.06:50:33,2
python -m test --coverage doesn't work on Windows,25260,2015-09-30.22:55:16,2
python -v crashes in nonencodable directory,25182,2015-09-30.17:45:29,2
Incorrect docs for bisect_left,1602378,2015-09-30.17:32:21,2
test_fileio error on AIX,11215,2015-09-30.16:43:46,2
Incorrect enum behavior during json.dumps serialization,25281,2015-09-30.15:05:50,2
Unexpected ftplib.error_xxx exception on SFTP 'STOR' command,25279,2015-09-30.13:34:28,2
"Constructors of weakref mapping classes don't accept ""self"" and ""dict"" keyword arguments",22958,2015-09-29.21:00:08,2
Constructors of some mapping classes don't accept `self` keyword argument,22609,2015-09-29.20:59:53,2
Console interpreter holds a hard link on last displayed object,25273,2015-09-29.19:55:47,2
Broken compatibility in FrameSummary equality,25111,2015-09-29.19:37:09,2
Issues with BINUNICODE8 and BINBYTES8 opcodes in pickle,25262,2015-09-29.19:15:57,2
Incorrect Return Values for any() and all() Built-in Functions,25261,2015-09-29.16:52:45,2
SystemError when doing codecs.escape_encode(b''),25271,2015-09-29.16:31:29,2
AttributeError: 'MSVCCompiler' object has no attribute '_MSVCCompiler__version',25250,2015-09-29.15:58:21,2
Update importlib.__init__ to reset _frozen_importlib's loader to SourceFileLoader,21335,2015-09-29.12:47:25,2
Optimize ASCII/latin1 encoder with surrogateescape error handlers,25227,2015-09-29.10:39:51,2
Python install failed windows 8.1- Error 0x80240017: Failed to execute MSU package,25265,2015-09-29.10:02:58,2
Idle: add doc subsection on calltips,24028,2015-09-29.05:58:07,2
Windows Installer uses small font,25091,2015-09-29.04:49:14,2
AssertionError from asyncio Queue get,25233,2015-09-29.04:03:36,2
Security of CPython Builds,25255,2015-09-28.21:24:34,2
"tizinfo.fromutc changed for tzinfo wih StdOffset=0, DstOffset=1",23600,2015-09-28.19:30:39,2
Tokenize generates NL instead of NEWLINE for comments,25079,2015-09-28.13:45:20,2
Unneeded and unsafe mkstemp replacement in test_subprocess.py,25249,2015-09-28.12:39:18,2
AttributeError: 'Weather' object has no attribute 'dom',25253,2015-09-28.10:03:36,2
IDLE: revisit text highlighting for inactive windows on win32,24972,2015-09-28.08:53:31,2
IDLE: source line in editor doesn't highlight when debugging,14146,2015-09-28.03:30:17,2
Incorrect handling MemoryError in readline.set_completer_delims,25203,2015-09-27.19:57:00,2
Discrepancy in unpickling integers with protocol 0,25248,2015-09-27.18:43:52,2
Smarter rl complete: hide private and special names,25011,2015-09-27.16:04:05,2
Append space after completed keywords,25209,2015-09-27.10:47:57,2
Compile warnings in _pickle.c,25245,2015-09-27.08:17:17,2
_ssl cannot be compiled with LibreSSL anymore (on OpenBSD 5.5) because of ALPN,23329,2015-09-27.07:09:17,2
IDLE: debugger context menus not working on Mac,24988,2015-09-26.23:16:50,2
ctypes: access violation reading,25241,2015-09-26.22:44:01,2
Deques to adopt the standard clearing procedure for mutable objects,25135,2015-09-26.07:54:18,2
The AST for dict and set displays has the lineno of the first value,25131,2015-09-26.05:46:24,2
IDLE - several common dialogs don't have correct parent set,25173,2015-09-26.03:44:01,2
tkinter.filedialog.askopenfilename XT dialog on Windows 7,12219,2015-09-26.02:49:46,2
Error message formatting errors in int object unit-test script,25211,2015-09-26.00:14:58,2
str.maketrans wrong description for optional 3rd parameter,25236,2015-09-25.20:21:16,2
Don't duplicate _verbose_message in importlib._bootstrap and _bootstrap_external,25186,2015-09-25.20:05:38,2
Statically or dynamically linked  to the VC++runtime ? or how Python install fails on Vista despite the VC redist packages - api-ms-win-crt-runtime-l1-1-0.dll,25223,2015-09-25.18:38:58,2
Argparse module and escape sequence (special symbols) in argument value,25231,2015-09-25.12:20:04,2
Idle doc: redo Syntax Colors section,25225,2015-09-25.03:29:04,2
Windows installer created with Python X.Y does not work with Python X.Y+1,4918,2015-09-25.03:15:07,2
Use __qualname__ together with __module__,22032,2015-09-24.14:28:23,2
PEP 498: Minor mistakes/outdateness,25206,2015-09-24.13:01:44,2
improvements to the asyncio documentation,25208,2015-09-24.11:36:38,2
iso-8859-11 missing from codecs table,24894,2015-09-24.07:23:20,2
RESTART line with no output,22820,2015-09-24.05:42:59,2
Windows x86-64 embeddable zip file contains test directorys,25085,2015-09-23.20:53:20,2
weird oddity with bz2 context manager,9928,2015-09-23.14:51:53,2
asyncio ssl transport regression,25214,2015-09-23.12:42:13,2
urllib2 302 POST,1401,2015-09-23.08:50:02,2
Unexpected FileNotFoundError when current directory is removed,22834,2015-09-23.04:42:08,2
Generate Idle help from Doc/library/idle.rst,16893,2015-09-23.04:10:23,2
xml.etree.ElementTree encoding declaration should be capital ('UTF-8') rather than lowercase ('utf-8'),25047,2015-09-23.02:14:46,2
Non-web installer fails without a connection when doing debug install,25126,2015-09-23.01:25:41,2
"Windows x86-64 embeddable zip file, lot of big EXE files in distuils",25086,2015-09-23.01:25:19,2
Windows installer Upgrade->Customize->Back goes to Install page,25081,2015-09-23.01:25:04,2
Windows installer: 'precompile standard library' option should pre-compile with -O and -OO,25102,2015-09-23.01:24:51,2
Regression: Python 3.5.0 shutil.copy2 doesn't raise PermissionError on Windows 7,25213,2015-09-23.01:24:05,2
"Regression: test_datetime fails on 3.5, Win 7, works on 3.4",25092,2015-09-23.01:23:44,2
right-mouse click in IDLE on Mac doesn't work,24801,2015-09-23.01:22:33,2
Windows installer assigns non-existent icons to Python file types,25112,2015-09-23.01:22:02,2
IDLE on OS X popup menus do not work: cannot set/clear breakpoints,10404,2015-09-23.01:19:24,2
Windows installation does not appear in list of installed applications,25162,2015-09-23.01:08:15,2
3.5.0 installed standard library on Windows has LF line endings,25103,2015-09-22.22:12:26,2
support multiple hosts in create_server/start_server,23630,2015-09-22.22:06:25,2
No single .msi available for 3.5 release,25124,2015-09-22.21:47:58,2
Multiprocessing module cannot call instance methods across processes,10717,2015-09-22.18:38:10,2
Remove the double spaces in the C-API Intro,25212,2015-09-22.17:23:35,2
Simple extension to iter(): iter() returns empty generator,25215,2015-09-22.16:14:00,2
Behavioral change / regression? with nested functools.partial,25137,2015-09-22.10:34:04,2
lock of multiprocessing.Value is not a keyword-only argument,25201,2015-09-22.03:32:30,2
deprecate importing components of IDLE,24861,2015-09-21.23:36:12,2
os module: use keyword-only arguments for dir_fd and nofollow to reduce function count,14626,2015-09-21.23:29:45,2
asyncio: add ssl_object extra info,25114,2015-09-21.20:22:27,2
"Windows: with-statement doesn't release file handle after exception on ""No space left on device"" error",25202,2015-09-21.18:02:55,2
Python/ast.c: decode_unicode is never called with rawmode=True,24779,2015-09-21.17:37:25,2
Windows: datetime.datetime.now() raises an OverflowError for date after year 2038,25155,2015-09-21.07:18:51,2
OSError in os.waitpid() on Windows [3.5.0 regression],25118,2015-09-21.07:18:47,2
test_socket: socket.EAI_NODATA doesn't exist on FreeBSD,25138,2015-09-21.07:12:31,2
remove semi-busy loop in py2.7 threading.Condition.wait(timeout=x),25084,2015-09-21.06:55:04,2
"bug on re.search using the char ,-:",25200,2015-09-21.04:25:28,2
SemLock acquire() keyword arg 'blocking' is invalid,23484,2015-09-21.04:17:00,2
Multiprocessing Pool.map pickles arguments passed to workers,23979,2015-09-21.03:18:47,2
multiprocessing docs example still refs os.getppid as unix-only,25169,2015-09-21.03:16:04,2
Idle: add cross-references from and to macosxSupport,25199,2015-09-21.03:00:59,2
deque append and appendleft should return value if maxlen set,25192,2015-09-21.01:18:56,2
urllib how-to should be updated to remove PyGoogle,25145,2015-09-20.23:46:01,2
Tools/parser/unparse.py needs to be updated for f-strings,25180,2015-09-20.19:10:18,2
An issue about os.access,25189,2015-09-20.16:40:06,2
Idle: remove idlelib.idlever.py and its use in About dialog,24199,2015-09-20.06:36:04,2
StringIO and seek(),12922,2015-09-20.06:17:30,2
Make parameter of io.base to be positional and keyword,25057,2015-09-20.05:41:22,2
traceback.extract_stack() compatibility break in 3.5,25108,2015-09-20.05:40:52,2
"Link to urllib.parse.parse_qsl, not parse_qs, from cgi.parse_qsl doc",25176,2015-09-20.01:55:52,2
Implement PEP 498: Literal String Formatting,24965,2015-09-19.18:57:44,2
test_zipfile failure when run by unprivileged user with installed Python,25101,2015-09-19.08:05:16,2
"replace ""except: pass"" by ""except Exception: pass""",21259,2015-09-19.06:36:24,2
Backspace Escape Character at End of String,25174,2015-09-19.04:00:33,2
Clarify that the constants in selectors are module-level,25133,2015-09-18.22:22:08,2
product_setstate() Out-of-bounds Read,25021,2015-09-18.18:11:31,2
test_strptime fails on rhel/centos/fedora systems,21874,2015-09-18.13:49:45,2
Spam,25167,2015-09-18.13:40:06,2
datetime.utcfromtimestamp rounds results incorrectly,23517,2015-09-18.13:11:31,2
xmlparse_setattro() Type Confusion,25019,2015-09-18.12:23:21,2
Enum: remove dependency on OrderedDict,25147,2015-09-18.06:33:24,2
doctest run_docstring_examples does have an obvious utility,24756,2015-09-18.05:22:52,2
datetime.weekday() off by one if handling a date from utcfromtimestamp(),25149,2015-09-17.13:10:31,2
shutil.make_archive doesn't archive empty directories,24982,2015-09-17.09:32:38,2
documentation version switcher is broken,25113,2015-09-16.20:13:13,2
Misleading error when initing ImportError,25142,2015-09-16.17:20:42,2
multiprocessing.Pool hangs forever on segfault,24927,2015-09-16.17:01:10,2
platform.platform() incorrectly identifies Windows 10 as 'Windows-8-6.2.9200',25140,2015-09-16.15:37:02,2
Spam,25141,2015-09-16.12:11:32,2
SSL asyncio,25134,2015-09-15.20:45:25,2
unable to install mongo-python-driver-3.0.3 driver,25132,2015-09-15.19:02:34,2
python logger RotatingFileHandler can't wrap log file and blows with traceback,25121,2015-09-15.18:54:13,2
https://docs.python.org/3/download.html incorrect links to files (cannot download),25128,2015-09-15.17:42:42,2
typo in concurrent.futures.Executor.shutdown() example,25127,2015-09-15.17:00:50,2
"Docs 3.x buildbot: "":root"" found in ...",25105,2015-09-15.16:56:41,2
Windows installer fails to install VCRUNTIME140.DLL,25119,2015-09-15.13:48:37,2
No option displayed in the Python install on windows XP,25120,2015-09-15.08:59:08,2
test_gdb failed to read version for gdb >= 7.10,25096,2015-09-14.22:27:29,2
Add a way to get the peer certificate of a SSL Transport,22768,2015-09-14.22:02:34,2
Documentation sometimes still links to py3.4,25110,2015-09-14.15:02:15,2
Windows 32-bit: exe-files doesn't run,25107,2015-09-14.13:30:17,2
shutil.copyfileobj should internally use os.sendfile when possible,25063,2015-09-14.12:02:59,2
No introspective way to detect ModuleImportFailure in unittest,19746,2015-09-14.11:38:46,2
scipy (0.16.0) install fails on 3.5,25088,2015-09-14.06:39:17,2
"Wrong documentation for ""chr(i)"" function.",25104,2015-09-14.05:41:05,2
Document InstallAllUsers installer parameter default 0,25078,2015-09-13.21:42:11,2
Editing What's New In Python 3.5,25082,2015-09-13.19:03:08,2
Wrong parameter name in distutils documentation,25076,2015-09-13.00:22:09,2
"Python 2.6 - Python 3.4 allows unparenthesized generator with *args, **kw, forbidden in 3.5",25070,2015-09-12.21:52:41,2
C extension naming doesn't take bitness into account,22980,2015-09-12.16:13:19,2
Python 3.5.0rc3 on Windows can not load more than 127 C extension modules,25027,2015-09-12.15:31:38,2
issue from python in encode base64 with Json Model,25075,2015-09-12.00:59:27,2
document socket constants for Bluetooth,25043,2015-09-11.23:33:48,2
Document asyncio.test_utils,25073,2015-09-11.20:15:18,2
Windows installer requires TargetDir parameter when installing quietly,25071,2015-09-11.18:32:09,2
Clean issue when generator not exhausted (garbage collector related?),25069,2015-09-11.12:22:37,2
socket.getaddrinfo(host) doesn't ensure that host.encode() returns a byte string,24684,2015-09-11.10:45:32,2
test_os.TestSendfile.test_keywords() introduced a regression,25038,2015-09-11.09:58:18,2
Spam,25067,2015-09-11.06:09:01,2
https://docs.python.org/library should redirect to Python 3 doc,25065,2015-09-11.04:57:09,2
io.[Text]IOBase.seek doesn't take keyword parameter,25030,2015-09-11.04:46:29,2
BUILD_MAP stack effect suboptimal,25060,2015-09-11.04:11:35,2
Remove PC/example_nt/,25022,2015-09-11.03:00:00,2
document AF_BLUETOOTH socket address formats,24984,2015-09-11.02:37:33,2
MemoryError in test_strptime,25029,2015-09-10.20:01:59,2
Doc linter error:  [2] library/typing.rst:358: default role used,25062,2015-09-10.19:37:04,2
PEP 484 docs,24272,2015-09-10.17:56:18,2
pip.get_installed_distributions() Does not return packages in the current working directory,21657,2015-09-10.15:07:32,2
'compile' refuses BOM.,25051,2015-09-10.13:35:36,2
%e Directive Missing in Datetime Documentation,25048,2015-09-09.21:45:17,2
mock: Crash on comparing call_args with long strings,24857,2015-09-09.20:45:21,2
ImportError: No module named Multiprocessing,25046,2015-09-09.17:04:12,2
html.parser.HTMLParser: setting 'convert_charrefs = True' leads to dropped text,23144,2015-09-09.13:51:04,2
ValueError: invalid literal for int() with base 16: b'[\r\n',25037,2015-09-09.04:35:11,2
The type of cached objects is mutable,24912,2015-09-08.19:23:56,2
deque.index() overruns deque boundary,24913,2015-09-08.18:36:57,2
scan_eol() Buffer Over-read,24989,2015-09-08.18:34:24,2
Python 2.7.10 make - fails on some Standard Library Modules,25033,2015-09-08.17:39:57,2
Missing 3.5.0 RC3 tarballs (FTP) on Fastly nodes,25025,2015-09-08.15:40:07,2
time_strftime() Buffer Over-read,24917,2015-09-08.15:15:28,2
_mock_call does not properly grab args and kwargs,25000,2015-09-08.14:29:21,2
Add contextlib.itercm(),25014,2015-09-08.12:02:19,2
"Add Capsule migration documentation to ""cporting""",13053,2015-09-08.11:26:48,2
Reading unicode json string fails depending on LANG env,25028,2015-09-08.11:08:00,2
test_shutil.test_make_archive() fails on Windows 8.1,25018,2015-09-08.08:09:50,2
add-to-pydotorg does not support .exe installers for Windows,23415,2015-09-08.07:53:14,2
minor typo in PCBuild readme.txt,25010,2015-09-08.04:33:33,2
defaultdict's pop gives a KeyError,25016,2015-09-07.23:59:46,2
cx_freeze multiprocessing bug,21505,2015-09-07.22:56:55,2
strftime/strptime round trip fails even for UTC datetime object,22241,2015-09-07.22:15:43,2
Change of behavior for importlib between 3.4 and 3.5 with DLL loading,24748,2015-09-07.06:46:39,2
Idle: always start with focus,24889,2015-09-07.06:02:24,2
webbrowser breaks on query strings with multiple fields on Windows,25005,2015-09-07.05:38:05,2
The new import system makes it inconvenient to correctly issue a deprecation warning for a module,24305,2015-09-07.05:38:03,2
test_mmap should catch f.close() failure in LargeMmapTests._make_test_file(),25004,2015-09-07.04:27:40,2
interning and list comprehension leads to unexpected behavior,23406,2015-09-07.04:18:00,2
Missing size argument in readline() method for httplib's class LineAndFileWrapper,17849,2015-09-07.01:23:30,2
Possible integer overflow of PyLong_AsLong() results,15989,2015-09-06.20:31:06,2
Measure if _warnings.c is still worth having,24938,2015-09-06.18:42:28,2
Windows installer does not detect existing installs,24585,2015-09-06.13:49:17,2
cannot quit pdb when there is a syntax error in the debuggee (must kill it),16180,2015-09-05.23:20:31,2
functools.lru_cache: a way to set decorator arguments at runtime,24969,2015-09-05.21:47:38,2
queue.Queue() does not validate the maxsize argument,25009,2015-09-05.21:38:44,2
Windows MSIs don't have unique display names,24910,2015-09-05.19:48:33,2
Default value for an argument that is not in the choices list gets accepted,24956,2015-09-04.22:18:56,2
Python 3.5 can't compile AST involving PEP 448 unpacking,24975,2015-09-04.21:46:54,2
race condition in initstdio() (python aborts running under nohup),24891,2015-09-04.20:23:28,2
test_typing is flaky,24635,2015-09-04.19:57:35,2
python -m pdb error.py:  stuck in unexitable infinite prompt loop,24957,2015-09-04.17:50:44,2
ConfigParser.getboolean fails on boolean options,24488,2015-09-04.17:28:49,2
"functools.singledispatch fails when ""not BaseClass"" is True",23572,2015-09-04.17:23:56,2
docs: subprocess.Popen example has extra/invalid parameter,24998,2015-09-04.14:05:52,2
"Python 3.5 docs need to clarify how to set PATH, etc",23623,2015-09-04.09:53:33,2
Idle: Print filename when running a file from editor,21192,2015-09-04.08:22:53,2
It should be possible to build successfully without external libraries,24986,2015-09-04.06:14:48,2
collections.OrderedDict constructor (odict_new) doesn't handle PyDict_New() failure,24992,2015-09-04.00:10:33,2
subprocess.Popen with shell=True doesn't create socket,24987,2015-09-03.21:03:48,2
2.6b1 Build Fails On OSX 10.5,3199,2015-09-03.19:34:55,2
Allow timezone offsets greater than 24 hours,24979,2015-09-03.17:11:50,2
ICC on Windows 8.1: _decimal fails to compile with default fp model,24974,2015-09-03.16:59:30,2
Python 3.4.2 64-bit Installer error (Please insert the disk:),24994,2015-09-03.15:46:21,2
The C function PyCodec_NameReplaceErrors doesn't handle PyCapsule_Import() failure,24993,2015-09-03.14:40:27,2
test_py3kwarn fails on Windows,23375,2015-09-03.13:56:44,2
Assertion failed in pymonotonic_new,24707,2015-09-02.23:47:10,2
Wrong AttributeError propagation,24983,2015-09-02.19:20:10,2
Add Systemtap/DTrace probes,4111,2015-09-02.19:19:44,2
Lib/symbol.py is out of sync with Grammar/Grammar,24297,2015-09-02.12:35:11,2
Python 3 raises Unicode errors with the xxx.UTF-8 locale,24968,2015-09-01.07:47:23,2
os.environ.get() does not return the Environment Value in Linux,24971,2015-09-01.06:57:59,2
Arithmetic/precision bug when using floating-point numbers,24976,2015-09-01.06:51:59,2
Use surrogateescape error handler by default in open() if the LC_CTYPE locale is C at startup,23993,2015-09-01.00:03:33,2
add errors='ignore' to print kwargs,24967,2015-08-31.16:50:38,2
stack_size([size]) is actually stack_size(size=0),24952,2015-08-31.03:48:28,2
ipaddress.IPv6Network doc typo,24963,2015-08-30.21:43:34,2
"Segfault in REPL after pressing ""r"" and PgUp twice (on Mageia Linux x86-64 6)",24958,2015-08-30.14:15:07,2
Unnecessary space in using/mac,24962,2015-08-30.03:28:48,2
ICC and version should be in COMPILER string when built with ICC on Windows,24953,2015-08-29.05:18:26,2
datetime.isoformat() -> explicitly mark UTC string as such,23332,2015-08-28.21:36:37,2
future division breaks timedelta division by integer,18629,2015-08-28.21:25:03,2
time.strftime may hung while trying to open /etc/localtime but does not release GIL,7739,2015-08-28.21:05:57,2
_pyio checks that `os.name == 'win32'` instead of 'nt',24881,2015-08-28.19:22:18,2
3.4 regression: unittest.expectedFailure no longer works on TestCase subclasses,21112,2015-08-27.22:38:35,2
multiprocessing package doesn't flush stderr on child exception,13812,2015-08-27.21:42:44,2
asyncio-eventloop documentation grammar (minor),24947,2015-08-27.20:56:49,2
Simplifying os.exec*,24943,2015-08-27.13:52:54,2
traceback when using tempfile module on windows,24944,2015-08-27.11:31:59,2
An error occurred during the installation of assembly,4735,2015-08-26.15:53:11,2
Have timeit warn about runs that are not independent of each other,23552,2015-08-26.00:41:52,2
traceback module has no way to show locals,22936,2015-08-26.00:13:03,2
float('nan') returns 0.0 on Python compiled with icc,21167,2015-08-25.21:35:25,2
Can't import tkinter in Python 3.5.0rc1,24847,2015-08-25.21:35:25,2
Asyncio Task.get_stack fails with native coroutines,24867,2015-08-25.21:35:24,2
Interpreter doesn't start when dynamic loading is disabled,24769,2015-08-25.21:35:24,2
PyTypeObject fields have incorrectly documented types,24808,2015-08-25.12:59:27,2
syslog.syslog() does not return error when unable to send the log,24850,2015-08-25.12:37:35,2
Blacklist FunctionTestCase from test discovery,22680,2015-08-25.07:37:04,2
Misc/porting should be folded into the development FAQ or the devguide,10708,2015-08-25.04:19:10,2
using custom objects as modules: AttributeErrors new in 3.5,24492,2015-08-24.20:01:24,2
Incorrect Example in HTMLParser.handle_comment(data),24926,2015-08-24.16:56:57,2
Documentation of unittest -p usage wrong on windows.,22812,2015-08-24.00:17:41,2
Use user shell in subprocess,24919,2015-08-23.23:16:41,2
Add docstrings to selected named tuples,24878,2015-08-23.18:28:24,2
"argparse add_argument with action=""store_true"", type=bool should not crash",24754,2015-08-22.18:56:21,2
random module - Provider DLL failed to initialize correctly,1384175,2015-08-21.14:05:31,2
Add new attribute decorator (akin to property)?,24897,2015-08-20.19:21:41,2
"(2,)!=(2) and (2,3)==(2,3,) why ??? tested in each version",24901,2015-08-20.11:03:15,2
indentation fix in ceval.c in python 2.7,24895,2015-08-20.03:39:00,2
Invalid syntax in inspect_fodder2.py (on Python 2.x),24054,2015-08-19.23:25:20,2
longMessage attribute is ignored in unittest.TestCase.assertRegexpMatches etc,20362,2015-08-19.23:24:52,2
Class name hardcoded in TracebackException.from_exception(),24710,2015-08-19.23:01:07,2
bytes.join() won't take it's own type as the argument,24892,2015-08-19.16:09:14,2
Bad Password for file using zipfile module,24877,2015-08-19.13:09:34,2
sqlite3 Cursor.description doesn't set type_code,11691,2015-08-19.09:43:29,2
Pydoc to list data descriptors in _fields order if it exists,24879,2015-08-19.05:26:24,2
cgi.FieldStorage can't parse multipart part headers with Content-Length and no filename in Content-Disposition,24764,2015-08-18.17:45:31,2
"test_create_server_ssl_verify_failed() failure on ""PPC64 AIX 3.x"" buildbot",20600,2015-08-18.09:46:27,2
Typo in c-api/buffer documentation,24883,2015-08-18.06:39:23,2
xml.etree.ElementTree.Element.text does not conform to the documentation,24079,2015-08-18.06:29:21,2
email.header.decode_header return type is not consistent,24797,2015-08-17.16:10:37,2
Invalid access in combinations_with_replacement(),24735,2015-08-17.05:22:28,2
Dereferencing a null returning value,24734,2015-08-17.04:55:13,2
array.fromstring Use After Free,24613,2015-08-17.04:33:15,2
IDLE can crash if file name contains non-BMP Unicode characters,23672,2015-08-17.01:55:56,2
inconsistency in http.server.test,24774,2015-08-17.00:21:01,2
Improve pickling efficiency of itertools.cycle,24874,2015-08-16.21:52:00,2
Mention SimpleNamespace in namedtuple docs,24842,2015-08-16.15:32:46,2
fail to mock the urlopen function,24855,2015-08-16.13:02:57,2
ctypes.Structure bit order is reversed - counts from right,24859,2015-08-15.21:29:10,2
Python start,24868,2015-08-15.20:22:06,2
Boolean representation of Q/queue objects does not fit behaviour of lists etc.,24866,2015-08-15.04:06:58,2
errors writing to stdout during interpreter exit exit with status 0,24864,2015-08-15.00:48:35,2
_msvccompiler.py doesn't properly support manifests,24798,2015-08-14.23:37:57,2
Improve devguide Windows instructions,17570,2015-08-14.21:41:10,2
"Add __len__ to map, everything in itertools",24849,2015-08-14.20:06:40,2
Suboptimal stacklevel of deprecation warnings for formatter and imp modules,23810,2015-08-14.18:18:57,2
Incoherent bevavior with umlaut in regular expressions,24863,2015-08-14.16:53:01,2
IDLE crashes on entering diacritical mark (Alt-E) on Mac OS X,24865,2015-08-14.13:29:01,2
Null check handle return by new_string(),24854,2015-08-14.04:53:15,2
The description of the argument of MAKE_FUNCTION and MAKE_CLOSURE is incorrect,16554,2015-08-13.18:38:33,2
Trashcan mechanism segfault during interpreter finalization in Python 2.7.4,17703,2015-08-13.17:33:34,2
Mock.side_effect as iterable or iterator,24856,2015-08-13.17:32:07,2
tkinter test_variables fails with OS X Aqua Tk 8.4,15601,2015-08-13.16:39:04,2
update tempfile docs to say that TemporaryFile is secure,23725,2015-08-12.23:41:21,2
Move the buildslave setup information from the wiki to the devguide,24440,2015-08-12.23:12:34,2
poplib: unlimited readline() from connection,16041,2015-08-12.11:44:04,2
libpython27.a in python-2.7.10 i386 (windows msi release) contains 64-bit objects,24385,2015-08-11.18:16:32,2
Windows per-user install of 3.5a2 doesn't associate .py files with the new launcher,23626,2015-08-11.18:15:27,2
no ensurepip in embedded Windows distribution,24640,2015-08-11.18:14:39,2
2to3 not working,24843,2015-08-11.18:09:19,2
UTF-16 and UTF-32 codecs should reject (lone) surrogates,12892,2015-08-11.11:28:28,2
platform._syscmd_ver raises DeprecationWarning,24839,2015-08-11.11:04:17,2
multiprocessing.pool methods imap()[_unordered()] deadlock,23051,2015-08-10.20:02:30,2
Consistent failure in test_asyncio on Windows 7 buildbot,24835,2015-08-10.15:50:51,2
asyncio.BaseSubprocessTransport triggers an unavoidable ResourceWarning if process doesn't start,24763,2015-08-09.22:22:43,2
Inconsistent urlparse/urllib.parse handling of invalid port values?,20059,2015-08-09.21:54:02,2
OrderedDict.popitem()/__str__() raises KeyError,24667,2015-08-09.19:58:37,2
make test has horrendous performance on an ecryptfs,11677,2015-08-09.17:00:24,2
